Name,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,Position,Salary,Team,Age,OBP,SLG,OPS
권정웅,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,포,2700,SS,24,1.0,1.0,2.0
최정용,61.0,54.0,2.0,10.0,16.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,16.0,0.0,1.0,17.0,3.0,15.0,4.0,내,2700,SK,20,0.3333333333333333,0.35185185185185186,0.6851851851851851
김지수,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,외,2700,LT,20,0.0,0.0,0.0
김재유,30.0,27.0,1.0,8.0,4.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,4.0,1.5,12.0,2.0,외,2900,LT,24,0.20689655172413793,0.14814814814814814,0.35504469987228604
김대륙,59.0,49.0,5.0,5.0,7.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,3.0,20.0,0.0,5.0,14.0,2.0,17.0,2.0,내,3200,LT,24,0.25862068965517243,0.24489795918367346,0.5035186488388459
강동관,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,포,2700,LT,20,0.0,0.0,0.0
아두치,272.0,247.0,41.0,46.0,72.0,18.0,3.0,7.0,15.0,2.0,1.0,5.0,18.0,1.0,1.0,59.0,5.0,2.0,42.0,10.083333333,74.0,19.0,외,780000,LT,31,0.33579335793357934,0.47368421052631576,0.8094775684598952
황대인,7.0,7.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.5,3.0,2.0,내,3000,HT,20,0.42857142857142855,1.1428571428571428,1.5714285714285714
김호령,514.0,453.0,41.0,72.0,121.0,18.0,3.0,8.0,19.0,10.0,13.0,2.0,36.0,0.0,10.0,104.0,7.0,3.0,82.0,19.916666666,122.0,27.0,외,6000,HT,24,0.3333333333333333,0.3730684326710817,0.7064017660044151
주현상,8.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,내,3700,HH,24,0.25,0.25,0.5
이현석,11.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,포,2700,SK,24,0.18181818181818182,0.18181818181818182,0.36363636363636365
김웅빈,15.0,14.0,4.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,1.0,3.0,1.0,내,2700,WO,20,0.4,0.6428571428571429,1.042857142857143
남태혁,48.0,44.0,2.0,2.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,18.0,3.0,4.0,6.0,1.0,12.0,1.0,내,2700,KT,25,0.25,0.2727272727272727,0.5227272727272727
홍창기,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,외,2700,LG,23,0.2,0.0,0.2
서예일,21.0,19.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,1.0,6.0,0.0,6.0,0.0,내,2700,OB,23,0.19047619047619047,0.10526315789473684,0.2957393483709273
조수행,29.0,29.0,3.0,16.0,8.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,17.0,2.5,10.0,3.0,외,2700,OB,23,0.27586206896551724,0.27586206896551724,0.5517241379310345
에반스,481.0,400.0,81.0,69.0,123.0,31.0,0.0,24.0,0.0,0.0,0.0,7.0,69.0,0.0,5.0,90.0,10.0,2.0,99.0,20.666666667,109.0,29.0,외,550000,OB,30,0.4095634095634096,0.565,0.9745634095634095
대니돈,497.0,417.0,70.0,65.0,123.0,33.0,1.0,16.0,1.0,0.0,1.0,4.0,70.0,4.0,5.0,72.0,8.0,4.0,97.0,21.5,111.0,33.0,외,600000,WO,32,0.39919354838709675,0.4940047961630695,0.8931983445501663
주효상,19.0,18.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,3.0,2.0,6.0,2.0,포,2700,WO,19,0.2631578947368421,0.2777777777777778,0.5409356725146199
이성규,6.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,내,2700,SS,23,0.25,0.25,0.5
발디리스,190.0,154.0,33.0,24.0,41.0,6.0,0.0,8.0,0.0,0.0,0.0,3.0,31.0,0.0,2.0,17.0,9.0,5.0,35.0,11.333333333,53.0,13.0,내,800000,SS,33,0.3894736842105263,0.461038961038961,0.8505126452494873
황선도,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,외,2700,SS,19,0.5,0.3333333333333333,0.8333333333333333
나경민,66.0,56.0,3.0,13.0,13.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,8.0,0.0,0.0,18.0,0.0,1.0,23.0,1.0,15.0,1.0,외,2700,LT,25,0.3230769230769231,0.26785714285714285,0.5909340659340659
맥스웰,99.0,80.0,16.0,14.0,23.0,3.0,1.0,4.0,2.0,2.0,0.0,1.0,15.0,0.0,3.0,25.0,0.0,1.0,22.0,6.0,24.0,9.0,외,280000,LT,33,0.41414141414141414,0.5,0.9141414141414141
최원준,25.0,24.0,4.0,5.0,11.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,8.0,4.0,5.0,4.0,내,2700,HT,19,0.4583333333333333,0.625,1.0833333333333333
이진영,33.0,29.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,10.0,1.0,1.0,4.0,1.0,7.0,1.0,외,2700,HT,19,0.21875,0.13793103448275862,0.3566810344827586
이동훈,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,외,2700,HH,20,0.0,0.0,0.0
로사리오,532.0,492.0,120.0,78.0,158.0,31.0,2.0,33.0,1.0,3.0,1.0,2.0,33.0,3.0,4.0,90.0,16.0,6.0,99.0,32.583333332,155.0,54.0,내,1000000,HH,27,0.3672316384180791,0.5934959349593496,0.9607275733774288
김주현,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,외,2700,HH,23,0.0,0.0,0.0
고메즈,492.0,456.0,62.0,74.0,129.0,31.0,0.0,21.0,16.0,8.0,2.0,4.0,25.0,2.0,5.0,87.0,11.0,25.0,68.0,20.333333332,101.0,30.0,내,650000,SK,28,0.32448979591836735,0.48903508771929827,0.8135248836376656
임석진,12.0,11.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,내,2700,SK,19,0.25,0.18181818181818182,0.4318181818181818
김동엽,150.0,143.0,23.0,19.0,48.0,8.0,0.0,6.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,41.0,3.0,0.0,25.0,5.833333333000001,31.0,9.0,외,2700,SK,26,0.36,0.5174825174825175,0.8774825174825175
도태훈,7.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,내,2700,NC,23,0.2857142857142857,0.16666666666666666,0.45238095238095233
이재율,13.0,13.0,0.0,9.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,13.0,0.0,1.0,0.0,외,2700,NC,23,0.15384615384615385,0.15384615384615385,0.3076923076923077
김주찬,555.0,511.0,101.0,97.0,177.0,37.0,3.0,23.0,9.0,7.0,1.0,6.0,30.0,1.0,7.0,68.0,13.0,3.0,101.0,37.333333333,126.0,53.0,외,50000,HT,35,0.3862815884476534,0.5655577299412916,0.9518393183889451
박기혁,348.0,308.0,34.0,36.0,84.0,13.0,0.0,2.0,0.0,2.0,10.0,2.0,27.0,0.0,1.0,53.0,8.0,13.0,60.0,15.0,81.0,20.0,내,15000,KT,35,0.33136094674556216,0.3344155844155844,0.6657765311611465
김상현,246.0,222.0,32.0,29.0,50.0,5.0,0.0,11.0,0.0,1.0,0.0,2.0,20.0,0.0,2.0,48.0,10.0,9.0,29.0,9.5,60.0,14.0,외,20000,KT,36,0.2926829268292683,0.3963963963963964,0.6890793232256647
이범호,560.0,484.0,108.0,93.0,150.0,23.0,0.0,33.0,1.0,1.0,0.0,7.0,60.0,7.0,9.0,57.0,15.0,11.0,96.0,30.499999999,137.0,43.0,내,65000,HT,35,0.39107142857142857,0.5619834710743802,0.9530548996458088
이성우,89.0,76.0,6.0,9.0,16.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,3.0,10.0,3.0,2.0,13.0,3.5,23.0,4.0,포,6500,HT,35,0.2823529411764706,0.2236842105263158,0.5060371517027864
김원섭,90.0,73.0,12.0,10.0,16.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,0.0,0.0,16.0,2.0,1.0,23.0,4.833333333000001,20.0,6.0,외,15000,HT,38,0.34831460674157305,0.2876712328767123,0.6359858396182854
장민석,227.0,205.0,16.0,38.0,47.0,7.0,3.0,1.0,3.0,3.0,6.0,0.0,16.0,0.0,0.0,44.0,3.0,3.0,42.0,7.333333333,50.0,11.0,외,10000,HH,34,0.2850678733031674,0.3073170731707317,0.592384946473899
박한이,401.0,349.0,69.0,57.0,105.0,21.0,0.0,14.0,1.0,0.0,6.0,4.0,40.0,2.0,2.0,72.0,5.0,0.0,64.0,23.399999999,105.0,35.0,외,45000,SS,37,0.3721518987341772,0.4813753581661891,0.8535272569003662
최준석,396.0,325.0,70.0,49.0,85.0,10.0,0.0,19.0,0.0,0.0,0.0,4.0,64.0,2.0,3.0,102.0,14.0,0.0,59.0,16.916666667,99.0,26.0,내,40000,LT,33,0.3838383838383838,0.4676923076923077,0.8515306915306915
박종윤,211.0,195.0,17.0,24.0,55.0,5.0,1.0,1.0,3.0,2.0,3.0,1.0,10.0,1.0,2.0,25.0,4.0,3.0,43.0,6.833333333000001,53.0,13.0,내,16000,LT,34,0.32211538461538464,0.3333333333333333,0.655448717948718
이우민,98.0,83.0,8.0,19.0,16.0,5.0,0.0,1.0,2.0,2.0,4.0,0.0,7.0,0.0,4.0,16.0,3.0,0.0,17.0,2.5,29.0,3.0,외,7000,LT,34,0.2872340425531915,0.2891566265060241,0.5763906690592155
김경언,217.0,182.0,25.0,23.0,48.0,6.0,1.0,5.0,3.0,0.0,2.0,3.0,28.0,0.0,2.0,46.0,7.0,1.0,39.0,7.666666666,51.0,11.0,외,20000,HH,34,0.3627906976744186,0.3901098901098901,0.7529005877843087
김태균,652.0,529.0,136.0,94.0,193.0,39.0,0.0,23.0,1.0,0.0,0.0,6.0,108.0,10.0,9.0,97.0,11.0,4.0,164.0,46.999999999,163.0,68.0,내,160000,HH,34,0.4754601226993865,0.5689981096408318,1.0444582323402183
김강민,422.0,366.0,47.0,59.0,109.0,21.0,0.0,10.0,12.0,5.0,10.0,2.0,32.0,2.0,12.0,89.0,5.0,2.0,82.0,16.249999998,107.0,28.0,외,60000,SK,34,0.3713592233009709,0.4371584699453552,0.808517693246326
정상호,159.0,132.0,10.0,12.0,24.0,5.0,0.0,1.0,0.0,1.0,4.0,2.0,17.0,0.0,4.0,39.0,2.0,3.0,29.0,5.0,44.0,6.0,포,50000,LG,34,0.2903225806451613,0.24242424242424243,0.5327468230694037
조동화,172.0,143.0,16.0,24.0,34.0,5.0,0.0,0.0,6.0,2.0,8.0,2.0,15.0,0.0,4.0,17.0,2.0,2.0,31.0,6.5,30.0,7.0,외,30000,SK,35,0.3231707317073171,0.2727272727272727,0.5958980044345898
박재상,288.0,255.0,35.0,37.0,76.0,14.0,1.0,6.0,3.0,6.0,4.0,2.0,27.0,0.0,0.0,37.0,9.0,3.0,51.0,14.166666666,56.0,19.0,외,20000,SK,34,0.3626760563380282,0.43137254901960786,0.7940486053576361
박용택,578.0,509.0,90.0,84.0,176.0,24.0,0.0,11.0,6.0,6.0,0.0,7.0,58.0,5.0,4.0,71.0,13.0,0.0,120.0,38.083333332,149.0,56.0,외,80000,LG,37,0.4117647058823529,0.4577603143418468,0.8695250202241998
고영민,5.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,내,15000,OB,32,0.4,0.5,0.9
김민우,47.0,41.0,4.0,3.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,12.0,1.0,0.0,11.0,1.5,8.0,2.0,내,12000,HT,37,0.2826086956521739,0.21951219512195122,0.5021208907741251
최형우,618.0,519.0,144.0,99.0,195.0,46.0,2.0,31.0,2.0,2.0,0.0,7.0,83.0,8.0,9.0,83.0,12.0,3.0,125.0,35.666666666,166.0,63.0,외,70000,SS,33,0.46440129449838186,0.651252408477842,1.115653702976224
손주인,409.0,354.0,39.0,47.0,114.0,20.0,3.0,2.0,5.0,4.0,12.0,4.0,33.0,0.0,6.0,35.0,6.0,7.0,71.0,14.333333333,87.0,21.0,내,12000,LG,33,0.3853904282115869,0.4124293785310734,0.7978198067426603
조동찬,282.0,247.0,36.0,32.0,68.0,11.0,1.0,10.0,0.0,1.0,3.0,3.0,26.0,0.0,3.0,64.0,7.0,11.0,48.0,10.166666666,63.0,14.0,내,40000,SS,33,0.34767025089605735,0.4493927125506073,0.7970629634466646
문규현,368.0,316.0,40.0,38.0,86.0,10.0,0.0,4.0,2.0,3.0,19.0,2.0,29.0,0.0,1.0,39.0,10.0,7.0,74.0,13.083333333,82.0,20.0,내,9000,LT,33,0.3333333333333333,0.34177215189873417,0.6751054852320675
신종길,240.0,213.0,12.0,34.0,66.0,8.0,3.0,1.0,7.0,4.0,1.0,0.0,20.0,0.0,6.0,49.0,1.0,0.0,37.0,7.833333333,40.0,10.0,외,12000,HT,33,0.38493723849372385,0.38967136150234744,0.7746085999960712
이대수,15.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,내,35000,SK,35,0.13333333333333333,0.0,0.13333333333333333
박경수,476.0,402.0,80.0,64.0,126.0,22.0,1.0,20.0,3.0,1.0,0.0,4.0,65.0,2.0,5.0,80.0,9.0,13.0,100.0,22.916666666,117.0,38.0,내,23000,KT,32,0.4117647058823529,0.5223880597014925,0.9341527655838454
이성열,219.0,198.0,29.0,29.0,57.0,7.0,3.0,10.0,0.0,0.0,2.0,0.0,11.0,0.0,8.0,62.0,3.0,2.0,38.0,11.166666667,61.0,15.0,외,25000,HH,32,0.35023041474654376,0.5050505050505051,0.8552809197970488
이대형,654.0,600.0,42.0,89.0,192.0,14.0,3.0,1.0,37.0,20.0,7.0,1.0,44.0,0.0,2.0,90.0,6.0,2.0,136.0,26.500000000000004,124.0,39.0,외,30000,KT,33,0.3678516228748068,0.35833333333333334,0.7261849562081402
나주환,65.0,57.0,12.0,13.0,22.0,2.0,0.0,5.0,0.0,4.0,3.0,0.0,2.0,0.0,3.0,6.0,4.0,2.0,6.0,4.0,12.0,5.0,내,20000,SK,32,0.43548387096774194,0.6842105263157895,1.1196943972835314
손시헌,403.0,341.0,39.0,36.0,104.0,21.0,2.0,5.0,1.0,0.0,10.0,1.0,38.0,0.0,13.0,48.0,13.0,13.0,92.0,21.333333334,90.0,28.0,내,40000,NC,36,0.3944020356234097,0.4222873900293255,0.8166894256527353
지석훈,394.0,351.0,54.0,34.0,77.0,14.0,0.0,9.0,0.0,2.0,6.0,6.0,22.0,0.0,9.0,91.0,9.0,9.0,68.0,16.416666666,112.0,26.0,내,14000,NC,32,0.27835051546391754,0.33618233618233617,0.6145328516462537
이종욱,517.0,453.0,57.0,73.0,138.0,24.0,4.0,5.0,15.0,3.0,4.0,5.0,54.0,0.0,1.0,73.0,11.0,2.0,93.0,25.333333333,108.0,34.0,외,50000,NC,36,0.3762183235867446,0.4083885209713024,0.784606844558047
이택근,460.0,398.0,65.0,64.0,123.0,19.0,1.0,8.0,7.0,4.0,0.0,6.0,53.0,1.0,3.0,56.0,11.0,1.0,96.0,27.666666667,116.0,40.0,외,50000,WO,36,0.38913043478260867,0.4221105527638191,0.8112409875464277
차일목,329.0,276.0,38.0,30.0,63.0,8.0,0.0,3.0,0.0,0.0,13.0,6.0,30.0,0.0,4.0,57.0,9.0,6.0,62.0,11.999999999,85.0,19.0,포,15000,HH,35,0.3069620253164557,0.2898550724637681,0.5968170977802238
서동욱,485.0,411.0,67.0,73.0,120.0,30.0,3.0,16.0,9.0,4.0,6.0,3.0,60.0,1.0,5.0,108.0,8.0,6.0,85.0,19.666666667,91.0,28.0,내,5800,HT,32,0.3862212943632568,0.49635036496350365,0.8825716593267605
이양기,58.0,52.0,9.0,5.0,15.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,8.0,6.0,1.0,12.0,3.5,16.0,5.0,외,5400,HH,35,0.3333333333333333,0.38461538461538464,0.717948717948718
최경철,52.0,45.0,2.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,16.0,0.0,2.0,6.0,0.5,11.0,1.0,포,9000,LG,36,0.24,0.2,0.44
김태완,52.0,46.0,9.0,4.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,15.0,2.0,0.0,6.0,4.5,21.0,5.0,내,6000,SS,35,0.2692307692307692,0.30434782608695654,0.5735785953177257
이용규,530.0,452.0,41.0,98.0,159.0,20.0,4.0,3.0,21.0,11.0,7.0,1.0,63.0,1.0,7.0,29.0,7.0,3.0,111.0,25.5,99.0,37.0,외,70000,HH,31,0.4378585086042065,0.4336283185840708,0.8714868271882773
김재호,496.0,416.0,78.0,69.0,129.0,27.0,3.0,7.0,8.0,4.0,5.0,13.0,57.0,1.0,5.0,52.0,8.0,10.0,101.0,28.0,125.0,42.0,내,41000,OB,31,0.3890020366598778,0.43990384615384615,0.8289058828137239
윤석민,402.0,341.0,80.0,72.0,114.0,15.0,0.0,19.0,2.0,3.0,0.0,6.0,46.0,3.0,9.0,50.0,16.0,6.0,77.0,19.5,121.0,35.0,내,16000,WO,31,0.42039800995024873,0.5454545454545454,0.9658525554047941
용덕한,116.0,104.0,7.0,16.0,22.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,8.0,0.0,1.0,21.0,5.0,1.0,15.0,2.0,22.0,3.0,포,8500,NC,35,0.2719298245614035,0.2980769230769231,0.5700067476383266
유한준,460.0,408.0,64.0,70.0,137.0,22.0,0.0,14.0,4.0,1.0,0.0,3.0,47.0,1.0,2.0,40.0,10.0,1.0,94.0,24.666666665,116.0,37.0,외,60000,KT,35,0.4043478260869565,0.49264705882352944,0.896994884910486
조평호,7.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,내,3500,NC,31,0.2857142857142857,0.16666666666666666,0.45238095238095233
이정식,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,포,4500,SS,35,0.1111111111111111,0.0,0.1111111111111111
박석민,506.0,427.0,104.0,77.0,131.0,20.0,0.0,32.0,2.0,0.0,2.0,4.0,56.0,2.0,16.0,95.0,18.0,15.0,92.0,25.333333334,130.0,46.0,내,75000,NC,31,0.40357852882703776,0.5784543325526932,0.9820328613797309
강민호,460.0,381.0,72.0,65.0,123.0,26.0,0.0,20.0,4.0,0.0,0.0,3.0,66.0,4.0,10.0,91.0,7.0,4.0,101.0,25.833333333,103.0,34.0,포,100000,LT,31,0.4326086956521739,0.5485564304461942,0.981165126098368
김주형,387.0,345.0,49.0,43.0,97.0,16.0,1.0,19.0,1.0,2.0,1.0,1.0,34.0,0.0,6.0,55.0,9.0,11.0,63.0,13.499999999,78.0,19.0,내,5500,HT,31,0.3549222797927461,0.4985507246376812,0.8534730044304273
최진행,85.0,70.0,9.0,4.0,23.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,2.0,16.0,1.0,0.0,29.0,6.0,17.0,7.0,외,18500,HH,31,0.43373493975903615,0.4,0.8337349397590361
박노민,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,포,4000,HH,31,0.0,0.0,0.0
임훈,198.0,180.0,14.0,20.0,47.0,4.0,0.0,1.0,8.0,4.0,4.0,0.0,12.0,0.0,2.0,26.0,6.0,0.0,37.0,7.5,44.0,11.0,외,13000,LG,31,0.31443298969072164,0.3,0.6144329896907217
박정권,468.0,422.0,59.0,59.0,117.0,17.0,3.0,18.0,4.0,0.0,2.0,4.0,35.0,0.0,5.0,99.0,7.0,6.0,84.0,17.999999999,107.0,26.0,내,40000,SK,35,0.3369098712446352,0.4597156398104265,0.7966255110550617
정의윤,616.0,576.0,100.0,68.0,179.0,32.0,1.0,27.0,2.0,3.0,0.0,5.0,25.0,3.0,10.0,76.0,15.0,5.0,109.0,28.000000001,153.0,46.0,외,12000,SK,30,0.3474025974025974,0.5104166666666666,0.857819264069264
오재일,455.0,380.0,92.0,69.0,120.0,20.0,2.0,27.0,1.0,0.0,2.0,7.0,64.0,2.0,2.0,73.0,5.0,7.0,89.0,21.749999999,105.0,31.0,내,9500,OB,30,0.4105960264900662,0.5921052631578947,1.0027012896479608
조영훈,207.0,179.0,35.0,29.0,60.0,14.0,0.0,5.0,3.0,3.0,1.0,3.0,21.0,1.0,3.0,43.0,2.0,5.0,38.0,15.833333333,59.0,20.0,내,11000,NC,34,0.4077669902912621,0.4972067039106145,0.9049736942018767
이원석,22.0,19.0,7.0,3.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,4.0,2.333333333,9.0,3.0,내,15000,OB,30,0.36363636363636365,0.7894736842105263,1.1531100478468899
정근우,650.0,575.0,88.0,121.0,178.0,31.0,2.0,18.0,22.0,6.0,1.0,5.0,60.0,2.0,9.0,58.0,14.0,16.0,104.0,37.083333332,134.0,52.0,내,70000,HH,34,0.38058551617873654,0.4643478260869565,0.844933342265693
최정,606.0,500.0,106.0,106.0,144.0,24.0,1.0,40.0,1.0,2.0,0.0,6.0,77.0,2.0,23.0,126.0,6.0,14.0,115.0,22.5,108.0,30.0,내,100000,SK,29,0.40264026402640263,0.58,0.9826402640264026
이병규,350.0,290.0,37.0,43.0,79.0,12.0,2.0,7.0,8.0,5.0,0.0,3.0,47.0,1.0,10.0,81.0,4.0,3.0,67.0,11.749999999,84.0,18.0,외,15600,LG,33,0.38857142857142857,0.4,0.7885714285714286
최승준,231.0,199.0,42.0,31.0,53.0,5.0,0.0,19.0,0.0,0.0,0.0,1.0,28.0,1.0,3.0,66.0,5.0,2.0,44.0,7.833333333000001,64.0,12.0,내,4200,SK,28,0.36363636363636365,0.5778894472361809,0.9415258108725445
양의지,392.0,332.0,66.0,66.0,106.0,17.0,0.0,22.0,2.0,0.0,1.0,7.0,40.0,1.0,12.0,29.0,20.0,7.0,67.0,18.333333333,102.0,25.0,포,42000,OB,29,0.4040920716112532,0.5692771084337349,0.9733691800449882
민병헌,579.0,511.0,87.0,98.0,166.0,31.0,4.0,16.0,9.0,2.0,1.0,4.0,48.0,1.0,15.0,91.0,18.0,0.0,114.0,30.833333332999995,140.0,50.0,외,35000,OB,29,0.3961937716262976,0.49510763209393344,0.891301403720231
최주환,182.0,160.0,22.0,21.0,45.0,11.0,0.0,2.0,0.0,0.0,2.0,4.0,12.0,1.0,4.0,19.0,2.0,2.0,22.0,12.5,34.0,13.0,내,11000,OB,28,0.3388888888888889,0.3875,0.726388888888889
신현철,25.0,24.0,2.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,9.0,1.0,5.0,1.0,내,3000,KT,29,0.32,0.375,0.6950000000000001
황재균,559.0,498.0,113.0,97.0,167.0,26.0,5.0,27.0,25.0,10.0,0.0,8.0,49.0,5.0,4.0,66.0,10.0,15.0,112.0,38.766666667,151.0,62.0,내,50000,LT,29,0.3935599284436494,0.570281124497992,0.9638410529416414
유재신,74.0,62.0,6.0,20.0,16.0,0.0,0.0,0.0,16.0,7.0,2.0,0.0,10.0,0.0,0.0,12.0,0.0,2.0,40.0,6.0,20.0,7.0,외,6000,WO,29,0.3611111111111111,0.25806451612903225,0.6191756272401434
이여상,83.0,72.0,7.0,10.0,18.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0,7.0,0.0,0.0,25.0,0.0,5.0,21.0,6.333333333000001,26.0,8.0,내,3600,LT,32,0.3125,0.3194444444444444,0.6319444444444444
김문호,599.0,526.0,70.0,77.0,171.0,28.0,3.0,7.0,12.0,15.0,3.0,2.0,62.0,1.0,6.0,70.0,15.0,5.0,138.0,29.833333333,151.0,46.0,외,7000,LT,29,0.401006711409396,0.4296577946768061,0.8306645060862021
손용석,99.0,90.0,9.0,8.0,22.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,18.0,7.0,2.0,17.0,3.75,29.0,5.0,내,3400,LT,29,0.27835051546391754,0.3,0.5783505154639175
정범모,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,포,6000,HH,29,0.0,0.0,0.0
김태완,24.0,20.0,0.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,8.0,0.0,0.0,3.0,0.0,3.0,0.0,외,8000,HH,32,0.4583333333333333,0.5,0.9583333333333333
송광민,494.0,449.0,83.0,80.0,146.0,27.0,2.0,17.0,3.0,0.0,7.0,6.0,28.0,0.0,4.0,86.0,16.0,14.0,87.0,23.666666665,119.0,39.0,내,10000,HH,33,0.3655030800821355,0.5077951002227171,0.8732981803048526
김성현,530.0,479.0,65.0,66.0,153.0,28.0,0.0,8.0,3.0,3.0,5.0,7.0,33.0,0.0,6.0,37.0,13.0,16.0,106.0,25.083333333,121.0,39.0,내,18000,SK,29,0.3657142857142857,0.4279749478079332,0.793689233522219
