,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN
66451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66462,166.0,151.0,18.0,27.0,48.0,4.0,2.0,0.0,4.0,2.0,1.0,1.0,12.0,0.0,1.0,16.0,2.0,2.0,35.0,9.666666666000001,42.0,15.0
66492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66508,129.0,117.0,11.0,37.0,30.0,5.0,2.0,1.0,20.0,3.0,2.0,1.0,7.0,0.0,2.0,37.0,1.0,0.0,33.0,4.166666666,25.0,6.0
66606,174.0,156.0,27.0,27.0,48.0,15.0,0.0,3.0,3.0,2.0,3.0,3.0,10.0,0.0,2.0,20.0,2.0,6.0,32.0,9.7,38.0,13.0
66657,8.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,10.0,0.0,2.0,0.0
66702,145.0,131.0,2.0,23.0,29.0,0.0,0.0,0.0,4.0,2.0,8.0,0.0,5.0,0.0,1.0,15.0,2.0,1.0,32.0,2.5,22.0,3.0
66704,22.0,21.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,2.0,3.0,0.0,4.0,0.0
66707,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
66710,14.0,14.0,1.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,13.0,2.0,2.0,2.0
66716,121.0,106.0,7.0,8.0,25.0,2.0,1.0,1.0,2.0,0.0,4.0,2.0,9.0,0.0,0.0,24.0,2.0,6.0,32.0,3.5,26.0,4.0
66740,510.0,445.0,111.0,100.0,151.0,30.0,1.0,37.0,10.0,5.0,0.0,5.0,50.0,4.0,10.0,61.0,12.0,10.0,107.0,29.333333333,126.0,47.0
66749,43.0,34.0,3.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,15.0,0.0,2.0,10.0,1.0,7.0,1.0
66804,6.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,3.0,1.0
66838,428.0,393.0,70.0,58.0,109.0,18.0,1.0,22.0,2.0,4.0,0.0,3.0,23.0,1.0,9.0,62.0,6.0,5.0,74.0,19.416666666999998,109.0,29.0
66859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66965,51.0,47.0,4.0,3.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,2.0,3.0,11.0,1.6666666669999999,15.0,3.0
66968,27.0,24.0,1.0,16.0,4.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,20.0,3.0,6.0,3.0
67005,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
67006,22.0,18.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,6.0,0.0,2.0,7.0,0.0,4.0,0.0
67024,105.0,85.0,9.0,10.0,14.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,17.0,1.0,1.0,28.0,2.0,4.0,15.0,3.0,16.0,4.0
67025,367.0,336.0,56.0,52.0,101.0,27.0,3.0,18.0,5.0,8.0,0.0,3.0,23.0,0.0,5.0,81.0,6.0,3.0,62.0,14.999999999,85.0,25.0
67092,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
67119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67134,93.0,79.0,12.0,7.0,22.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,11.0,1.0,1.0,14.0,1.0,1.0,18.0,2.166666667,22.0,5.0
67202,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
67246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67304,17.0,16.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,7.0,2.0,2.0,2.0
67341,622.0,552.0,47.0,111.0,179.0,29.0,8.0,2.0,12.0,4.0,2.0,2.0,60.0,2.0,6.0,67.0,9.0,3.0,134.0,21.249999999,106.0,34.0
67394,201.0,176.0,42.0,37.0,54.0,8.0,1.0,17.0,0.0,0.0,0.0,1.0,17.0,0.0,7.0,49.0,5.0,1.0,34.0,9.166666667000001,47.0,13.0
67449,14.0,12.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,8.0,0.5,4.0,1.0
67450,591.0,515.0,124.0,90.0,162.0,38.0,0.0,31.0,2.0,2.0,0.0,4.0,60.0,4.0,12.0,107.0,14.0,7.0,106.0,31.749999998,153.0,58.0
67454,23.0,23.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,4.0,0.0
67504,19.0,17.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,6.0,0.0,3.0,0.0
67539,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
67598,468.0,423.0,57.0,71.0,128.0,38.0,0.0,15.0,10.0,7.0,2.0,3.0,29.0,0.0,11.0,100.0,18.0,8.0,81.0,24.416666664999994,102.0,33.0
67644,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
67646,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
67650,621.0,557.0,111.0,118.0,178.0,26.0,8.0,27.0,32.0,7.0,3.0,9.0,41.0,2.0,11.0,112.0,9.0,0.0,104.0,30.166666664999997,148.0,49.0
67703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67827,11.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0
67872,416.0,359.0,64.0,58.0,87.0,19.0,0.0,31.0,1.0,1.0,0.0,1.0,50.0,2.0,6.0,116.0,6.0,7.0,67.0,13.783333333,93.0,20.0
67893,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
67935,518.0,437.0,111.0,91.0,131.0,24.0,0.0,35.0,4.0,0.0,0.0,4.0,65.0,2.0,12.0,134.0,9.0,9.0,94.0,24.849999998999998,154.0,47.0
67944,12.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0
70142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70410,478.0,440.0,70.0,78.0,136.0,39.0,2.0,12.0,9.0,2.0,2.0,1.0,31.0,0.0,4.0,59.0,17.0,5.0,78.0,24.999999998999996,121.0,39.0
70553,263.0,235.0,18.0,22.0,56.0,11.0,1.0,2.0,2.0,1.0,7.0,3.0,16.0,0.0,2.0,51.0,9.0,9.0,41.0,7.916666665999999,67.0,13.0
70756,447.0,382.0,89.0,57.0,104.0,14.0,0.0,25.0,0.0,0.0,0.0,6.0,52.0,3.0,7.0,81.0,9.0,13.0,71.0,26.0,101.0,32.0
71118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71184,125.0,111.0,14.0,6.0,31.0,5.0,0.0,1.0,0.0,0.0,7.0,0.0,6.0,0.0,1.0,17.0,2.0,3.0,32.0,10.5,36.0,12.0
71347,327.0,299.0,21.0,38.0,83.0,9.0,0.0,1.0,8.0,4.0,12.0,1.0,15.0,0.0,0.0,58.0,4.0,3.0,53.0,14.083333333,76.0,22.0
71432,134.0,118.0,14.0,14.0,31.0,9.0,0.0,4.0,0.0,0.0,2.0,1.0,13.0,2.0,0.0,33.0,2.0,1.0,22.0,6.666666667,36.0,9.0
71552,464.0,409.0,82.0,43.0,119.0,15.0,0.0,14.0,0.0,0.0,0.0,5.0,49.0,0.0,1.0,89.0,24.0,1.0,72.0,25.499999999000003,131.0,43.0
71564,608.0,540.0,111.0,73.0,173.0,13.0,0.0,34.0,1.0,1.0,0.0,3.0,50.0,8.0,15.0,84.0,22.0,8.0,101.0,38.083333331999995,173.0,59.0
71565,215.0,185.0,21.0,35.0,47.0,5.0,1.0,4.0,2.0,4.0,5.0,0.0,15.0,2.0,10.0,38.0,6.0,2.0,37.0,8.833333333,50.0,13.0
71610,118.0,105.0,17.0,17.0,26.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,12.0,0.0,1.0,27.0,1.0,0.0,19.0,6.75,23.0,8.0
71752,407.0,356.0,76.0,51.0,121.0,22.0,0.0,17.0,0.0,0.0,0.0,4.0,43.0,7.0,4.0,56.0,13.0,1.0,82.0,27.166666667,98.0,39.0
71837,203.0,183.0,18.0,31.0,40.0,5.0,1.0,5.0,10.0,4.0,0.0,0.0,15.0,0.0,5.0,50.0,3.0,2.0,39.0,12.166666666,45.0,14.0
71842,150.0,137.0,17.0,16.0,36.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,5.0,32.0,8.0,3.0,24.0,8.5,46.0,11.0
72133,596.0,509.0,90.0,83.0,175.0,23.0,2.0,14.0,4.0,2.0,0.0,9.0,72.0,6.0,6.0,88.0,13.0,0.0,132.0,28.416666666,118.0,43.0
72443,629.0,514.0,120.0,98.0,176.0,36.0,3.0,26.0,0.0,1.0,0.0,8.0,96.0,8.0,11.0,82.0,15.0,4.0,130.0,32.916666664999994,152.0,56.0
72456,334.0,294.0,33.0,48.0,82.0,13.0,0.0,5.0,4.0,0.0,9.0,6.0,20.0,0.0,5.0,41.0,10.0,7.0,47.0,12.0,62.0,17.0
72466,393.0,353.0,46.0,35.0,102.0,23.0,0.0,10.0,3.0,0.0,4.0,4.0,22.0,0.0,10.0,72.0,8.0,8.0,72.0,14.499999999000002,97.0,22.0
72523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72546,337.0,304.0,42.0,38.0,82.0,15.0,2.0,6.0,2.0,1.0,18.0,3.0,10.0,1.0,2.0,42.0,10.0,7.0,62.0,14.5,91.0,22.0
72559,90.0,83.0,10.0,13.0,20.0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,13.0,1.0,0.0,22.0,4.0,27.0,5.0
72641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72860,124.0,105.0,4.0,18.0,29.0,5.0,1.0,0.0,3.0,0.0,7.0,0.0,10.0,0.0,2.0,20.0,1.0,5.0,23.0,2.5,21.0,4.0
72862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73113,511.0,442.0,66.0,62.0,116.0,27.0,1.0,15.0,1.0,2.0,3.0,3.0,57.0,4.0,6.0,118.0,14.0,6.0,82.0,22.499999998999996,117.0,34.0
73136,318.0,280.0,65.0,41.0,86.0,16.0,1.0,21.0,3.0,0.0,4.0,5.0,19.0,0.0,9.0,80.0,0.0,4.0,56.0,15.25,81.0,21.0
73153,366.0,337.0,24.0,51.0,90.0,8.0,3.0,0.0,23.0,4.0,4.0,1.0,24.0,1.0,0.0,54.0,8.0,2.0,68.0,20.5,78.0,29.0
73209,452.0,419.0,65.0,69.0,122.0,24.0,1.0,19.0,0.0,3.0,8.0,1.0,19.0,3.0,5.0,85.0,15.0,7.0,69.0,26.0,101.0,37.0
73211,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
73213,391.0,349.0,45.0,32.0,122.0,17.0,1.0,5.0,1.0,0.0,13.0,5.0,16.0,1.0,8.0,44.0,5.0,10.0,95.0,19.000000001,92.0,28.0
73306,304.0,268.0,24.0,29.0,64.0,16.0,0.0,6.0,1.0,0.0,2.0,2.0,22.0,0.0,10.0,67.0,8.0,11.0,60.0,12.0,76.0,15.0
73339,355.0,318.0,34.0,52.0,98.0,15.0,0.0,5.0,9.0,2.0,2.0,2.0,28.0,0.0,5.0,30.0,5.0,0.0,63.0,11.5,76.0,19.0
73342,269.0,241.0,29.0,27.0,67.0,15.0,1.0,3.0,0.0,0.0,1.0,1.0,25.0,1.0,1.0,58.0,9.0,0.0,49.0,13.0,72.0,19.0
73602,112.0,92.0,7.0,7.0,19.0,3.0,0.0,1.0,1.0,1.0,4.0,0.0,13.0,0.0,3.0,21.0,5.0,0.0,23.0,2.833333333,32.0,5.0
73606,366.0,319.0,48.0,49.0,90.0,21.0,1.0,7.0,1.0,1.0,8.0,3.0,33.0,0.0,3.0,86.0,5.0,2.0,70.0,14.75,79.0,25.0
73725,48.0,44.0,3.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,10.0,1.0,1.0,9.0,2.0,14.0,3.0
73738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73824,39.0,32.0,7.0,5.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,10.0,0.0,0.0,10.0,2.5,7.0,3.0
74163,200.0,179.0,12.0,31.0,47.0,8.0,1.0,0.0,10.0,3.0,1.0,1.0,17.0,0.0,2.0,20.0,4.0,0.0,23.0,8.0,46.0,9.0
74167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74206,331.0,283.0,50.0,34.0,83.0,18.0,1.0,7.0,7.0,1.0,2.0,7.0,36.0,1.0,3.0,52.0,6.0,9.0,68.0,13.916666666000001,72.0,21.0
74215,586.0,538.0,105.0,90.0,168.0,30.0,1.0,20.0,0.0,1.0,0.0,7.0,33.0,0.0,8.0,85.0,24.0,3.0,98.0,32.249999998,157.0,52.0
74339,497.0,445.0,68.0,52.0,136.0,19.0,0.0,13.0,0.0,2.0,2.0,3.0,45.0,2.0,2.0,59.0,10.0,1.0,111.0,25.333333333,116.0,42.0
74358,52.0,44.0,4.0,4.0,10.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,13.0,2.0,2.0,10.0,2.5,13.0,3.0
74465,382.0,319.0,56.0,43.0,78.0,15.0,0.0,14.0,1.0,2.0,0.0,0.0,50.0,0.0,13.0,92.0,17.0,9.0,62.0,14.666666667,91.0,23.0
74540,515.0,456.0,68.0,62.0,130.0,22.0,1.0,22.0,0.0,2.0,0.0,3.0,41.0,6.0,15.0,104.0,15.0,11.0,100.0,21.833333333,122.0,33.0
74605,116.0,106.0,10.0,11.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,13.0,5.0,4.0,18.0,4.0,26.0,6.0
74630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74729,289.0,258.0,50.0,29.0,79.0,21.0,0.0,13.0,0.0,2.0,1.0,1.0,19.0,0.0,10.0,77.0,3.0,1.0,50.0,18.833333333,77.0,27.0
74823,85.0,82.0,7.0,8.0,24.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,16.0,3.0,0.0,15.0,2.5,22.0,3.0
74846,345.0,305.0,51.0,37.0,78.0,14.0,1.0,16.0,1.0,1.0,0.0,5.0,30.0,0.0,5.0,78.0,4.0,7.0,56.0,14.666666667,71.0,19.0
74857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75151,381.0,349.0,45.0,44.0,112.0,16.0,0.0,15.0,0.0,1.0,0.0,4.0,19.0,0.0,9.0,61.0,11.0,0.0,66.0,15.666666666000001,67.0,20.0
75321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75334,466.0,412.0,89.0,62.0,126.0,27.0,0.0,26.0,1.0,1.0,1.0,3.0,45.0,0.0,5.0,80.0,5.0,5.0,92.0,25.833333331999995,124.0,39.0
75340,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
75441,46.0,40.0,3.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,11.0,2.0,1.0,7.0,0.5,12.0,1.0
75566,459.0,411.0,62.0,55.0,109.0,20.0,1.0,18.0,2.0,0.0,4.0,6.0,34.0,2.0,4.0,80.0,4.0,12.0,86.0,18.666666666,107.0,28.0
75730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75808,442.0,391.0,46.0,73.0,129.0,22.0,0.0,11.0,6.0,6.0,5.0,3.0,32.0,3.0,10.0,48.0,12.0,11.0,89.0,20.333333333,85.0,29.0
75847,527.0,430.0,113.0,89.0,136.0,18.0,1.0,46.0,1.0,5.0,0.0,8.0,70.0,10.0,19.0,107.0,8.0,6.0,104.0,27.5,98.0,38.0
75867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76100,48.0,44.0,5.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,1.0,4.0,2.0,13.0,3.0
76118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76158,98.0,90.0,16.0,11.0,21.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,34.0,3.0,1.0,14.0,3.0,19.0,4.0
76232,406.0,347.0,67.0,47.0,96.0,15.0,0.0,14.0,1.0,1.0,1.0,3.0,43.0,1.0,12.0,53.0,17.0,5.0,85.0,24.333333333000002,116.0,35.0
76249,520.0,447.0,71.0,73.0,136.0,21.0,0.0,14.0,3.0,4.0,1.0,6.0,47.0,2.0,19.0,74.0,14.0,4.0,104.0,23.5,111.0,34.0
76267,452.0,399.0,57.0,65.0,120.0,16.0,6.0,7.0,3.0,2.0,1.0,5.0,38.0,1.0,9.0,58.0,10.0,7.0,75.0,23.583333333,107.0,33.0
76350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76368,20.0,18.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,8.0,2.0,8.0,2.0
76430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76509,448.0,390.0,35.0,49.0,114.0,17.0,1.0,2.0,9.0,4.0,7.0,1.0,37.0,4.0,13.0,73.0,5.0,4.0,102.0,15.5,89.0,23.0
76639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76720,50.0,43.0,3.0,5.0,11.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,15.0,0.0,2.0,8.0,0.5,8.0,1.0
76746,100.0,90.0,7.0,14.0,28.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,24.0,2.0,1.0,20.0,2.0,24.0,3.0
76753,473.0,437.0,75.0,71.0,143.0,26.0,0.0,13.0,2.0,3.0,4.0,8.0,21.0,1.0,3.0,88.0,11.0,9.0,88.0,24.083333332000002,134.0,39.0
76802,429.0,380.0,29.0,45.0,103.0,14.0,0.0,4.0,2.0,1.0,7.0,3.0,34.0,1.0,4.0,28.0,8.0,6.0,86.0,15.500000000000002,92.0,20.0
76812,350.0,314.0,42.0,32.0,76.0,15.0,0.0,9.0,0.0,1.0,8.0,4.0,16.0,0.0,8.0,55.0,9.0,3.0,58.0,12.0,70.0,16.0
76849,512.0,464.0,63.0,79.0,154.0,24.0,4.0,9.0,8.0,7.0,14.0,3.0,28.0,0.0,3.0,57.0,2.0,5.0,93.0,29.166666666,107.0,41.0
76869,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0
77211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77243,49.0,40.0,4.0,4.0,9.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,2.0,10.0,2.0,0.0,8.0,1.5,11.0,2.0
77248,390.0,334.0,40.0,43.0,79.0,16.0,1.0,7.0,7.0,7.0,4.0,3.0,47.0,1.0,2.0,85.0,5.0,6.0,78.0,14.499999999,93.0,20.0
77263,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
77318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77454,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
77462,223.0,209.0,24.0,28.0,60.0,9.0,0.0,4.0,1.0,0.0,0.0,5.0,6.0,0.0,3.0,44.0,7.0,4.0,44.0,12.666666667,62.0,17.0
77463,384.0,342.0,62.0,46.0,110.0,23.0,1.0,12.0,0.0,1.0,0.0,3.0,34.0,2.0,5.0,94.0,9.0,6.0,78.0,22.833333332000002,101.0,32.0
77464,47.0,36.0,2.0,7.0,9.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,7.0,0.0,0.0,8.0,2.0,1.0,15.0,2.0,12.0,2.0
77466,18.0,18.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.333333333,7.0,1.0
77532,667.0,576.0,80.0,113.0,193.0,35.0,4.0,20.0,25.0,8.0,1.0,3.0,83.0,8.0,4.0,96.0,7.0,2.0,148.0,22.583333331999995,131.0,38.0
77563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77564,530.0,472.0,78.0,59.0,133.0,26.0,1.0,15.0,0.0,1.0,0.0,8.0,43.0,2.0,7.0,93.0,15.0,6.0,110.0,22.0,132.0,38.0
77609,26.0,24.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,5.0,0.0
77648,8.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,2.0,0.0
77669,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
77848,18.0,16.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0
