Name,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,Position,Money_18
러프,597.0,506.0,125.0,97.0,167.0,32.0,4.0,33.0,5.0,3.0,0.0,8.0,65.0,0.0,18.0,107.0,17.0,6.0,116.0,32.833333333,131.0,48.0,내,1400000
나원탁,24.0,24.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,2.0,1.0,5.0,1.0,포,2800
나종덕,203.0,177.0,11.0,15.0,22.0,3.0,0.0,2.0,0.0,0.0,9.0,0.0,12.0,0.0,5.0,85.0,2.0,4.0,25.0,3.5,40.0,4.0,포,2800
번즈,505.0,462.0,64.0,80.0,124.0,34.0,5.0,23.0,5.0,2.0,1.0,0.0,33.0,2.0,9.0,133.0,8.0,22.0,85.0,20.333333332,135.0,31.0,내,730000
김석환,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,내,2800
버나디나,590.0,513.0,70.0,106.0,159.0,25.0,3.0,20.0,32.0,13.0,3.0,1.0,63.0,3.0,10.0,103.0,9.0,4.0,95.0,19.833333333,124.0,36.0,외,750000
로맥,616.0,528.0,107.0,102.0,167.0,19.0,0.0,43.0,10.0,5.0,0.0,6.0,72.0,0.0,10.0,123.0,7.0,11.0,122.0,24.166666666,118.0,35.0,내,500000
박성한,59.0,52.0,2.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,16.0,0.0,6.0,19.0,3.0,16.0,3.0,내,2700
스크럭스,571.0,501.0,97.0,75.0,129.0,35.0,0.0,26.0,3.0,2.0,0.0,3.0,55.0,2.0,12.0,144.0,14.0,12.0,95.0,29.999999999,145.0,44.0,내,700000
신진호,25.0,22.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,1.0,2.0,3.0,1.0,7.0,1.0,포,2800
강백호,585.0,527.0,84.0,108.0,153.0,32.0,2.0,29.0,3.0,5.0,0.0,3.0,52.0,0.0,3.0,124.0,4.0,6.0,70.0,20.833333333,107.0,33.0,외,2700
고명성,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,내,2700
가르시아,206.0,183.0,34.0,27.0,62.0,9.0,0.0,8.0,5.0,0.0,0.0,6.0,9.0,0.0,8.0,25.0,3.0,9.0,33.0,9.333333333,57.0,15.0,내,800000
문성주,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,외,2700
전민재,8.0,8.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,1.5,4.0,2.0,내,2700
파레디스,71.0,65.0,4.0,7.0,9.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,17.0,0.0,1.0,9.0,1.0,17.0,1.0,외,700000
반슬라이크,44.0,39.0,4.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,2.0,2.0,5.0,0.0,10.0,0.0,외,300000
예진원,7.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,외,2700
샌즈,93.0,86.0,37.0,17.0,27.0,1.0,1.0,12.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,27.0,2.0,0.0,11.0,8.333333332999999,21.0,11.0,외,90000
한동희,226.0,211.0,25.0,24.0,49.0,13.0,1.0,4.0,0.0,1.0,0.0,1.0,12.0,0.0,2.0,58.0,7.0,12.0,40.0,11.333333333,67.0,17.0,내,2700
호잉,590.0,529.0,110.0,85.0,162.0,47.0,2.0,30.0,23.0,9.0,0.0,5.0,51.0,10.0,5.0,93.0,5.0,4.0,112.0,34.649999998999995,167.0,56.0,외,400000
정은원,227.0,201.0,20.0,33.0,50.0,5.0,3.0,4.0,5.0,1.0,2.0,1.0,22.0,0.0,1.0,50.0,0.0,5.0,41.0,11.0,42.0,14.0,내,2700
이인혁,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,외,2700
오영수,16.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,5.0,0.0,내,2700
김철호,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,내,2700
김형준,89.0,81.0,2.0,6.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,32.0,3.0,5.0,13.0,1.0,10.0,1.0,포,2700
김주찬,471.0,429.0,93.0,71.0,146.0,23.0,0.0,18.0,8.0,1.0,2.0,10.0,23.0,5.0,7.0,57.0,15.0,3.0,97.0,26.1,133.0,48.0,내,40000
박기혁,196.0,173.0,15.0,17.0,37.0,6.0,0.0,1.0,1.0,0.0,5.0,3.0,13.0,0.0,2.0,50.0,8.0,4.0,31.0,5.833333333000001,46.0,9.0,내,15000
이범호,380.0,332.0,69.0,41.0,93.0,7.0,0.0,20.0,1.0,0.0,0.0,2.0,42.0,4.0,4.0,59.0,12.0,4.0,63.0,15.583333334,100.0,28.0,내,65000
이성우,134.0,120.0,5.0,10.0,29.0,5.0,0.0,0.0,1.0,0.0,4.0,1.0,8.0,0.0,1.0,16.0,4.0,0.0,24.0,1.5,32.0,2.0,포,9000
박한이,392.0,342.0,43.0,47.0,97.0,16.0,0.0,10.0,5.0,3.0,6.0,1.0,43.0,2.0,0.0,91.0,9.0,0.0,69.0,21.499999999000003,97.0,28.0,외,25000
최준석,179.0,153.0,24.0,7.0,39.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,41.0,6.0,0.0,17.0,13.5,50.0,15.0,내,5500
이대호,604.0,543.0,125.0,81.0,181.0,30.0,0.0,37.0,0.0,1.0,0.0,4.0,43.0,7.0,14.0,75.0,18.0,3.0,116.0,31.000000001,153.0,47.0,내,250000
김태균,271.0,254.0,34.0,25.0,80.0,11.0,0.0,10.0,0.0,1.0,0.0,0.0,13.0,1.0,4.0,56.0,7.0,2.0,42.0,18.666666666,70.0,24.0,내,140000
김강민,267.0,235.0,46.0,40.0,70.0,14.0,0.0,14.0,10.0,6.0,5.0,0.0,22.0,0.0,5.0,57.0,1.0,2.0,50.0,13.5,62.0,17.0,외,60000
정상호,128.0,112.0,9.0,11.0,25.0,4.0,0.0,1.0,0.0,1.0,3.0,0.0,8.0,0.0,5.0,35.0,3.0,1.0,22.0,4.333333333000001,35.0,6.0,포,50000
박용택,583.0,524.0,76.0,89.0,159.0,38.0,1.0,15.0,3.0,3.0,0.0,7.0,47.0,0.0,5.0,107.0,21.0,0.0,97.0,23.083333332,130.0,37.0,외,80000
최형우,609.0,528.0,103.0,92.0,179.0,34.0,1.0,25.0,3.0,0.0,0.0,8.0,66.0,7.0,7.0,87.0,17.0,4.0,114.0,33.833333331,158.0,54.0,외,150000
손주인,297.0,265.0,28.0,26.0,63.0,10.0,0.0,4.0,3.0,0.0,10.0,4.0,11.0,0.0,7.0,40.0,11.0,5.0,52.0,12.5,73.0,17.0,내,18000
조동찬,59.0,54.0,2.0,5.0,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,14.0,2.0,0.0,12.0,0.333333333,18.0,1.0,내,40000
문규현,349.0,316.0,41.0,42.0,87.0,19.0,1.0,6.0,3.0,1.0,9.0,6.0,18.0,0.0,0.0,45.0,9.0,13.0,60.0,13.666666666,73.0,20.0,내,18000
이대수,6.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,내,7000
박경수,528.0,458.0,74.0,65.0,120.0,21.0,0.0,25.0,4.0,1.0,0.0,3.0,58.0,2.0,9.0,129.0,16.0,14.0,91.0,23.666666666,111.0,32.0,내,23000
이성열,528.0,485.0,102.0,76.0,143.0,21.0,1.0,34.0,9.0,7.0,1.0,2.0,35.0,3.0,5.0,143.0,9.0,4.0,79.0,26.833333332,138.0,39.0,외,25000
이대형,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,외,20000
나주환,420.0,362.0,56.0,54.0,95.0,24.0,0.0,12.0,5.0,6.0,13.0,2.0,38.0,0.0,5.0,66.0,2.0,13.0,68.0,20.333333333,87.0,28.0,내,30000
손시헌,150.0,128.0,14.0,12.0,24.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,15.0,0.0,5.0,20.0,3.0,3.0,27.0,3.833333333,33.0,6.0,내,50000
지석훈,105.0,94.0,8.0,9.0,17.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,8.0,0.0,0.0,20.0,2.0,5.0,21.0,2.5,21.0,3.0,내,15000
이종욱,128.0,122.0,8.0,12.0,28.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,16.0,2.0,0.0,19.0,4.5,23.0,5.0,외,20000
이택근,356.0,308.0,52.0,40.0,95.0,25.0,1.0,4.0,1.0,0.0,3.0,4.0,32.0,0.0,9.0,44.0,14.0,2.0,72.0,23.166666667,87.0,32.0,외,50000
서동욱,56.0,49.0,2.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,15.0,1.0,1.0,8.0,0.0,6.0,0.0,내,18500
이용규,575.0,491.0,36.0,82.0,144.0,14.0,1.0,1.0,30.0,11.0,8.0,5.0,59.0,0.0,12.0,62.0,8.0,6.0,107.0,25.833333333,104.0,34.0,외,40000
김재호,467.0,402.0,75.0,78.0,125.0,20.0,0.0,16.0,6.0,2.0,3.0,6.0,52.0,1.0,4.0,77.0,12.0,12.0,83.0,24.166666666,100.0,35.0,내,65000
윤석민,509.0,460.0,60.0,58.0,127.0,22.0,0.0,19.0,4.0,1.0,2.0,3.0,40.0,2.0,4.0,69.0,17.0,7.0,96.0,17.5,100.0,22.0,내,31000
유한준,480.0,428.0,83.0,59.0,145.0,21.0,1.0,20.0,1.0,1.0,2.0,1.0,47.0,3.0,2.0,53.0,9.0,0.0,103.0,29.0,109.0,42.0,외,60000
박석민,375.0,318.0,55.0,40.0,81.0,14.0,1.0,16.0,1.0,0.0,0.0,3.0,39.0,4.0,15.0,80.0,11.0,4.0,65.0,14.0,82.0,19.0,내,75000
강민호,477.0,427.0,71.0,46.0,115.0,14.0,0.0,22.0,0.0,0.0,0.0,7.0,29.0,5.0,14.0,96.0,11.0,8.0,85.0,18.666666666,120.0,27.0,포,100000
김주형,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,내,7500
최진행,154.0,136.0,13.0,14.0,29.0,3.0,0.0,7.0,0.0,1.0,0.0,0.0,15.0,0.0,3.0,53.0,5.0,1.0,21.0,5.333333333000001,37.0,7.0,외,19000
임훈,88.0,83.0,7.0,10.0,19.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,15.0,3.0,0.0,13.0,3.0,18.0,3.0,외,7000
박정권,31.0,29.0,6.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,3.0,2.0,11.0,2.0,내,40000
박병호,488.0,400.0,112.0,88.0,138.0,20.0,0.0,43.0,0.0,1.0,0.0,3.0,68.0,10.0,17.0,114.0,9.0,11.0,119.0,22.333333331,125.0,39.0,내,150000
정의윤,239.0,217.0,38.0,27.0,59.0,9.0,0.0,11.0,1.0,1.0,0.0,1.0,19.0,1.0,2.0,29.0,8.0,1.0,41.0,13.833333334,58.0,18.0,외,30000
오재일,477.0,401.0,80.0,69.0,112.0,19.0,2.0,27.0,1.0,1.0,0.0,10.0,60.0,2.0,6.0,121.0,3.0,4.0,83.0,17.333333333,121.0,26.0,내,30000
이원석,543.0,479.0,93.0,74.0,144.0,30.0,1.0,20.0,2.0,1.0,0.0,5.0,52.0,1.0,7.0,103.0,10.0,9.0,101.0,24.416666666000005,139.0,42.0,내,30000
정근우,425.0,375.0,57.0,63.0,114.0,24.0,1.0,11.0,6.0,5.0,1.0,3.0,39.0,1.0,7.0,43.0,12.0,11.0,82.0,19.166666666,89.0,29.0,내,70000
최정,489.0,406.0,74.0,95.0,99.0,16.0,1.0,35.0,9.0,2.0,0.0,2.0,58.0,2.0,23.0,129.0,10.0,11.0,81.0,15.416666666,98.0,23.0,내,120000
이병규,257.0,198.0,39.0,31.0,54.0,11.0,1.0,10.0,0.0,0.0,0.0,2.0,50.0,1.0,7.0,58.0,5.0,1.0,48.0,12.166666667,62.0,18.0,외,9000
최승준,79.0,72.0,11.0,5.0,18.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,25.0,3.0,2.0,6.0,2.333333333,16.0,4.0,내,5600
양의지,503.0,439.0,77.0,84.0,157.0,29.0,1.0,23.0,6.0,0.0,0.0,6.0,45.0,6.0,13.0,40.0,13.0,3.0,101.0,28.499999999,126.0,40.0,포,60000
민병헌,494.0,443.0,66.0,74.0,141.0,21.0,0.0,17.0,8.0,3.0,2.0,6.0,35.0,3.0,8.0,68.0,10.0,1.0,100.0,19.499999999,106.0,30.0,외,100000
최주환,590.0,519.0,108.0,87.0,173.0,39.0,6.0,26.0,1.0,0.0,0.0,10.0,51.0,1.0,10.0,89.0,5.0,3.0,100.0,31.250000001,133.0,49.0,내,20000
김현수,511.0,453.0,101.0,95.0,164.0,39.0,2.0,20.0,1.0,3.0,0.0,10.0,47.0,6.0,1.0,61.0,9.0,5.0,96.0,29.333333333,117.0,49.0,외,140000
황재균,588.0,530.0,88.0,76.0,157.0,41.0,3.0,25.0,14.0,7.0,2.0,3.0,49.0,1.0,4.0,120.0,5.0,17.0,118.0,25.749999998,151.0,38.0,내,120000
유재신,40.0,33.0,8.0,19.0,14.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,1.0,14.0,4.0,8.0,4.0,외,6500
김문호,115.0,100.0,16.0,12.0,25.0,7.0,0.0,2.0,1.0,0.0,2.0,0.0,13.0,1.0,0.0,27.0,2.0,2.0,19.0,6.5,28.0,7.0,외,15000
정범모,219.0,190.0,18.0,20.0,34.0,9.0,0.0,4.0,1.0,0.0,7.0,3.0,15.0,0.0,4.0,62.0,4.0,4.0,30.0,6.5,41.0,9.0,포,5500
김태완,74.0,66.0,5.0,5.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,25.0,4.0,0.0,11.0,1.666666667,17.0,3.0,내,6000
송광민,460.0,434.0,79.0,63.0,129.0,24.0,0.0,18.0,4.0,4.0,0.0,4.0,18.0,0.0,4.0,93.0,13.0,12.0,82.0,17.083333333000002,144.0,35.0,내,24000
김성현,462.0,415.0,55.0,51.0,115.0,19.0,1.0,4.0,6.0,2.0,6.0,3.0,29.0,0.0,9.0,42.0,19.0,17.0,92.0,26.166666666,114.0,38.0,내,25000
이재원,471.0,407.0,57.0,63.0,134.0,24.0,0.0,17.0,0.0,0.0,4.0,5.0,43.0,0.0,12.0,65.0,13.0,11.0,86.0,24.333333333,104.0,32.0,포,35000
이명기,502.0,447.0,42.0,88.0,135.0,28.0,6.0,4.0,12.0,5.0,11.0,1.0,40.0,3.0,3.0,64.0,5.0,2.0,84.0,18.749999999,118.0,29.0,외,25000
김재현,77.0,65.0,5.0,19.0,18.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,9.0,0.0,3.0,17.0,0.0,1.0,19.0,1.5,13.0,2.0,외,5100
허도환,24.0,22.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,1.0,0.0,4.0,0.0,7.0,0.0,포,6800
오재원,521.0,473.0,81.0,78.0,148.0,24.0,1.0,15.0,15.0,6.0,3.0,2.0,41.0,0.0,2.0,119.0,13.0,17.0,93.0,32.833333331999995,139.0,47.0,내,55000
김동욱,12.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,내,4000
채태인,420.0,376.0,75.0,44.0,110.0,18.0,0.0,15.0,0.0,0.0,1.0,4.0,34.0,3.0,5.0,107.0,10.0,4.0,72.0,27.649999999,119.0,39.0,내,20000
최원제,13.0,11.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,내,3200
손아섭,625.0,553.0,93.0,109.0,182.0,32.0,5.0,26.0,20.0,3.0,1.0,1.0,68.0,1.0,2.0,99.0,15.0,4.0,131.0,32.416666666,136.0,49.0,외,150000
김민성,465.0,413.0,45.0,46.0,117.0,24.0,0.0,10.0,1.0,0.0,1.0,5.0,40.0,3.0,6.0,80.0,6.0,7.0,98.0,17.833333333,104.0,24.0,내,35000
이준수,10.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.5,4.0,1.0,포,3000
이형종,485.0,437.0,42.0,83.0,138.0,27.0,0.0,13.0,6.0,4.0,5.0,0.0,31.0,0.0,12.0,82.0,6.0,1.0,77.0,20.333333333,89.0,26.0,외,10500
서건창,160.0,141.0,15.0,28.0,48.0,12.0,0.0,0.0,2.0,0.0,2.0,2.0,12.0,0.0,3.0,19.0,1.0,0.0,31.0,9.499999999000002,45.0,14.0,내,38000
김용의,185.0,159.0,13.0,28.0,37.0,2.0,0.0,0.0,10.0,1.0,7.0,3.0,16.0,1.0,0.0,32.0,1.0,1.0,58.0,6.75,42.0,9.0,외,9000
김재환,602.0,527.0,133.0,104.0,176.0,36.0,1.0,44.0,2.0,0.0,0.0,7.0,59.0,4.0,9.0,134.0,6.0,4.0,122.0,30.083333333,156.0,46.0,외,47000
최재훈,341.0,298.0,27.0,36.0,78.0,17.0,0.0,1.0,8.0,0.0,6.0,2.0,20.0,0.0,15.0,61.0,8.0,5.0,63.0,14.25,75.0,19.0,포,8000
전민수,35.0,29.0,4.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,8.0,1.666666667,10.0,3.0,외,5100
이영욱,16.0,16.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.5,6.0,1.0,외,6500
전준우,614.0,556.0,90.0,118.0,190.0,36.0,2.0,33.0,7.0,7.0,1.0,2.0,48.0,1.0,7.0,82.0,12.0,3.0,95.0,32.166666666,116.0,44.0,외,27000
하준호,26.0,22.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,1.0,2.0,1.0,외,5700
장성우,393.0,356.0,48.0,41.0,92.0,13.0,0.0,13.0,1.0,1.0,1.0,2.0,32.0,0.0,2.0,82.0,8.0,9.0,57.0,18.0,92.0,22.0,포,7300
황진수,26.0,24.0,1.0,6.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,3.0,3.0,0.0,5.0,0.0,내,6200
김선빈,492.0,424.0,49.0,73.0,125.0,17.0,2.0,4.0,4.0,1.0,6.0,5.0,48.0,1.0,9.0,42.0,10.0,12.0,92.0,24.666666666,115.0,35.0,내,28000
나지완,379.0,317.0,78.0,50.0,86.0,18.0,0.0,26.0,0.0,0.0,0.0,5.0,38.0,2.0,19.0,81.0,14.0,0.0,53.0,16.833333333000002,100.0,25.0,외,60000
백용환,57.0,47.0,4.0,7.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,15.0,3.0,2.0,17.0,3.0,9.0,3.0,포,5300
김지열,48.0,45.0,5.0,11.0,9.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,13.0,2.0,2.0,13.0,1.5,11.0,2.0,외,4000
오선진,148.0,133.0,9.0,14.0,30.0,4.0,0.0,1.0,3.0,0.0,3.0,0.0,7.0,0.0,5.0,33.0,2.0,5.0,30.0,5.166666666999999,39.0,9.0,내,8600
모창민,314.0,287.0,62.0,38.0,80.0,10.0,1.0,17.0,2.0,3.0,0.0,4.0,21.0,0.0,2.0,51.0,10.0,9.0,52.0,17.666666666,80.0,27.0,내,18500
오지환,617.0,533.0,71.0,93.0,148.0,26.0,2.0,11.0,10.0,5.0,12.0,6.0,59.0,3.0,7.0,146.0,6.0,24.0,95.0,28.0,126.0,45.0,내,29000
문선재,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,외,7000
정주현,339.0,303.0,31.0,48.0,79.0,14.0,2.0,6.0,18.0,3.0,6.0,1.0,27.0,0.0,2.0,68.0,9.0,15.0,68.0,16.666666667,83.0,23.0,외,5000
채은성,578.0,529.0,119.0,78.0,175.0,36.0,2.0,25.0,3.0,1.0,0.0,5.0,35.0,1.0,9.0,97.0,12.0,3.0,128.0,38.666666666,163.0,59.0,외,11000
윤진호,61.0,53.0,4.0,13.0,11.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,14.0,2.0,2.0,19.0,3.0,18.0,3.0,내,4200
박건우,529.0,488.0,84.0,79.0,159.0,24.0,6.0,12.0,7.0,3.0,1.0,2.0,28.0,1.0,10.0,65.0,14.0,1.0,113.0,36.866666667,142.0,53.0,외,37000
정수빈,112.0,98.0,23.0,20.0,36.0,2.0,1.0,2.0,5.0,2.0,0.0,2.0,11.0,0.0,1.0,13.0,1.0,2.0,25.0,9.833333333,27.0,15.0,외,28000
허경민,577.0,516.0,79.0,85.0,167.0,30.0,5.0,10.0,20.0,4.0,5.0,8.0,32.0,0.0,16.0,52.0,15.0,7.0,104.0,32.666666666,140.0,49.0,내,26500
국해성,28.0,24.0,1.0,4.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,1.0,0.0,6.0,1.0,5.0,1.0,외,5000
김지수,39.0,34.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,15.0,2.0,1.0,13.0,1.0,9.0,1.0,내,6200
장영석,221.0,196.0,25.0,24.0,44.0,15.0,0.0,7.0,1.0,0.0,0.0,0.0,23.0,0.0,2.0,61.0,2.0,2.0,34.0,7.5,56.0,13.0,내,6000
박헌도,31.0,26.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,1.0,0.0,4.0,0.0,5.0,0.0,외,7200
김종민,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,포,5300
박동원,128.0,117.0,17.0,19.0,29.0,3.0,0.0,6.0,0.0,0.0,2.0,0.0,9.0,1.0,0.0,25.0,3.0,2.0,18.0,5.0,36.0,10.0,포,18000
김상수,499.0,453.0,50.0,63.0,119.0,13.0,1.0,10.0,12.0,9.0,8.0,3.0,27.0,0.0,8.0,91.0,11.0,16.0,77.0,11.666666664,120.0,24.0,내,24000
오정복,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,외,7000
이지영,203.0,178.0,19.0,31.0,61.0,10.0,0.0,2.0,0.0,0.0,6.0,0.0,15.0,1.0,4.0,27.0,3.0,4.0,52.0,8.833333333,48.0,12.0,포,21000
배영섭,168.0,147.0,13.0,15.0,36.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,16.0,2.0,3.0,35.0,2.0,1.0,39.0,7.833333333,42.0,11.0,외,13000
양종민,15.0,14.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,3.0,2.0,3.0,2.0,내,2900
안치홍,549.0,494.0,118.0,88.0,169.0,38.0,1.0,23.0,5.0,1.0,0.0,9.0,36.0,1.0,10.0,57.0,13.0,8.0,105.0,35.249999999,144.0,58.0,내,32000
김회성,102.0,85.0,17.0,15.0,22.0,5.0,0.0,4.0,1.0,0.0,3.0,0.0,11.0,0.0,3.0,26.0,3.0,0.0,20.0,7.333333333000001,22.0,9.0,내,5800
정성훈,205.0,183.0,28.0,22.0,54.0,11.0,0.0,4.0,0.0,1.0,0.0,1.0,16.0,1.0,5.0,49.0,5.0,6.0,36.0,11.666666667,59.0,17.0,내,10000
이진영,312.0,283.0,39.0,40.0,90.0,17.0,1.0,3.0,2.0,1.0,1.0,3.0,25.0,1.0,0.0,35.0,3.0,0.0,46.0,19.0,82.0,25.0,외,40000
