,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN
66203,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66354,30.0,29.0,5.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,4.0,2.0,10.0,2.0
66409,46.0,43.0,7.0,3.0,11.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,16.0,1.0,3.0,7.0,1.25,10.0,3.0
66462,88.0,77.0,5.0,14.0,14.0,1.0,1.0,1.0,4.0,3.0,4.0,0.0,7.0,0.0,0.0,11.0,0.0,3.0,24.0,2.5,13.0,3.0
66504,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
66508,49.0,45.0,7.0,10.0,9.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,12.0,0.0,0.0,17.0,4.5,15.0,5.0
66606,255.0,232.0,18.0,33.0,46.0,11.0,3.0,1.0,8.0,4.0,2.0,1.0,16.0,0.0,4.0,51.0,4.0,6.0,43.0,8.083333332999999,56.0,13.0
66609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66615,163.0,150.0,14.0,14.0,38.0,8.0,1.0,0.0,3.0,2.0,0.0,0.0,9.0,0.0,4.0,29.0,3.0,1.0,31.0,7.5,45.0,10.0
66657,15.0,15.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,7.0,2.0
66662,65.0,57.0,7.0,4.0,12.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,14.0,1.0,1.0,15.0,3.0,15.0,3.0
66702,31.0,31.0,4.0,3.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,6.0,2.0,13.0,3.0
66704,6.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0
66706,349.0,315.0,24.0,42.0,80.0,16.0,5.0,1.0,13.0,5.0,2.0,1.0,26.0,0.0,5.0,74.0,4.0,3.0,63.0,13.833333333,77.0,18.0
66707,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66715,46.0,42.0,2.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,1.0,8.0,0.0,8.0,0.0
66838,211.0,195.0,25.0,15.0,42.0,4.0,1.0,6.0,2.0,1.0,0.0,2.0,12.0,0.0,2.0,47.0,2.0,1.0,38.0,7.833333333000001,46.0,11.0
66864,108.0,102.0,5.0,14.0,24.0,3.0,0.0,0.0,7.0,3.0,1.0,1.0,4.0,0.0,0.0,28.0,3.0,6.0,27.0,4.5,22.0,5.0
66917,154.0,141.0,12.0,16.0,39.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,6.0,0.0,4.0,21.0,1.0,3.0,39.0,4.5,35.0,5.0
66920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67006,7.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0
67008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67025,578.0,521.0,104.0,68.0,168.0,30.0,3.0,24.0,4.0,4.0,0.0,5.0,49.0,5.0,3.0,120.0,4.0,6.0,122.0,27.499999999,155.0,46.0
67119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67123,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67202,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67207,13.0,13.0,1.0,6.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,13.0,1.5,7.0,2.0
67304,387.0,348.0,32.0,57.0,96.0,16.0,7.0,0.0,20.0,3.0,4.0,4.0,29.0,1.0,2.0,85.0,4.0,15.0,71.0,16.833333333,85.0,23.0
67341,630.0,574.0,68.0,91.0,193.0,31.0,10.0,6.0,13.0,7.0,3.0,4.0,45.0,0.0,4.0,40.0,15.0,2.0,130.0,27.666666665,137.0,42.0
67421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67450,568.0,472.0,101.0,80.0,138.0,35.0,2.0,22.0,6.0,3.0,0.0,9.0,80.0,6.0,7.0,87.0,18.0,5.0,109.0,28.416666665999998,142.0,45.0
67504,37.0,34.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,14.0,2.0,1.0,9.0,1.0,3.0,1.0
67539,209.0,185.0,13.0,12.0,23.0,4.0,0.0,3.0,0.0,0.0,7.0,2.0,9.0,0.0,6.0,88.0,5.0,5.0,26.0,1.999999999,41.0,4.0
67644,15.0,14.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.666666667,7.0,2.0
67872,589.0,504.0,95.0,86.0,139.0,28.0,1.0,29.0,6.0,3.0,0.0,6.0,73.0,3.0,6.0,117.0,11.0,4.0,119.0,22.766666666,143.0,38.0
68050,505.0,438.0,65.0,72.0,147.0,29.0,1.0,13.0,9.0,5.0,0.0,4.0,61.0,4.0,2.0,87.0,11.0,3.0,103.0,21.249999998,116.0,33.0
68069,18.0,16.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,2.0,6.0,0.0,1.0,0.0
68205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68330,8.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0
68345,613.0,525.0,113.0,100.0,160.0,39.0,1.0,28.0,1.0,2.0,0.0,5.0,77.0,1.0,6.0,101.0,17.0,5.0,119.0,28.750000000999997,162.0,49.0
68362,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68407,60.0,53.0,6.0,4.0,13.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,18.0,0.0,2.0,13.0,0.0,15.0,0.0
68518,35.0,32.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,2.0,0.0,3.0,1.0,6.0,1.0
68525,207.0,187.0,9.0,12.0,38.0,9.0,0.0,2.0,1.0,0.0,0.0,2.0,18.0,0.0,0.0,57.0,3.0,9.0,41.0,2.1666666660000002,44.0,5.0
68556,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68614,29.0,28.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,6.0,1.5,6.0,2.0
68646,20.0,20.0,2.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.3333333330000001,5.0,2.0
68700,9.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,4.0,0.0,2.0,0.0
68730,525.0,476.0,73.0,74.0,135.0,26.0,2.0,18.0,22.0,7.0,1.0,5.0,38.0,5.0,5.0,90.0,6.0,2.0,85.0,22.666666666,126.0,33.0
68743,624.0,564.0,57.0,83.0,148.0,27.0,6.0,8.0,14.0,7.0,6.0,6.0,48.0,0.0,0.0,101.0,6.0,13.0,106.0,18.5,112.0,27.0
68868,36.0,33.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,6.0,0.0,5.0,0.0
68900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68901,9.0,8.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0
68904,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
68906,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68912,119.0,107.0,9.0,13.0,24.0,5.0,0.0,2.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,24.0,1.0,1.0,22.0,3.0,41.0,5.0
69041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69056,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69100,95.0,85.0,6.0,10.0,15.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,6.0,0.0,2.0,17.0,0.0,1.0,23.0,0.833333333,15.0,2.0
69150,217.0,197.0,36.0,17.0,54.0,3.0,0.0,9.0,0.0,1.0,0.0,2.0,14.0,0.0,4.0,46.0,3.0,4.0,44.0,12.5,57.0,15.0
69159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69165,214.0,199.0,44.0,24.0,57.0,10.0,0.0,9.0,2.0,1.0,0.0,1.0,12.0,0.0,2.0,63.0,2.0,6.0,36.0,10.583333332999999,65.0,18.0
69168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69203,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
69207,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
69209,645.0,572.0,88.0,87.0,197.0,34.0,0.0,15.0,1.0,2.0,0.0,6.0,61.0,4.0,6.0,54.0,16.0,3.0,123.0,27.499999998,134.0,42.0
69238,18.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,1.0,5.0,0.0,7.0,0.0
69306,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69403,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69405,168.0,154.0,15.0,19.0,42.0,7.0,1.0,4.0,0.0,1.0,0.0,1.0,13.0,0.0,0.0,50.0,2.0,2.0,25.0,4.5,30.0,7.0
69418,23.0,21.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,4.0,0.5,9.0,1.0
69442,106.0,93.0,7.0,7.0,19.0,6.0,0.0,2.0,0.0,0.0,4.0,1.0,8.0,0.0,0.0,36.0,0.0,1.0,19.0,5.0,21.0,5.0
69453,436.0,385.0,36.0,43.0,101.0,14.0,3.0,7.0,15.0,5.0,5.0,4.0,32.0,0.0,10.0,89.0,3.0,19.0,80.0,14.333333333,95.0,22.0
69508,20.0,20.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,0.0
69517,89.0,83.0,6.0,7.0,21.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,16.0,1.0,2.0,11.0,5.0,14.0,5.0
69530,194.0,163.0,21.0,34.0,41.0,5.0,4.0,2.0,4.0,2.0,3.0,1.0,26.0,1.0,1.0,24.0,0.0,3.0,31.0,12.0,45.0,17.0
69569,268.0,231.0,37.0,21.0,58.0,15.0,0.0,9.0,1.0,2.0,0.0,1.0,31.0,0.0,5.0,60.0,8.0,4.0,58.0,10.166666666000001,62.0,17.0
69605,46.0,41.0,5.0,5.0,6.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,18.0,0.0,1.0,5.0,0.75,13.0,2.0
69636,57.0,53.0,4.0,5.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,24.0,0.0,0.0,8.0,1.0,14.0,2.0
69645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69652,399.0,357.0,50.0,50.0,111.0,33.0,0.0,9.0,0.0,0.0,0.0,1.0,38.0,0.0,3.0,44.0,12.0,4.0,86.0,18.583333334,92.0,27.0
69727,61.0,53.0,2.0,7.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,17.0,3.0,1.0,12.0,2.0,13.0,3.0
69737,192.0,177.0,13.0,19.0,33.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,11.0,0.0,2.0,72.0,3.0,7.0,37.0,6.833333333000001,44.0,9.0
69744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69766,61.0,55.0,4.0,10.0,9.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,17.0,0.0,0.0,13.0,2.0,14.0,2.0
69802,16.0,16.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,5.0,0.0
69804,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
69825,53.0,45.0,3.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,11.0,1.0,0.0,7.0,3.333333333,16.0,4.0
69860,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
69901,228.0,205.0,42.0,32.0,47.0,14.0,1.0,9.0,3.0,1.0,0.0,2.0,16.0,0.0,5.0,31.0,7.0,3.0,39.0,10.666666666,60.0,20.0
69950,224.0,203.0,29.0,23.0,50.0,8.0,0.0,8.0,1.0,1.0,0.0,2.0,18.0,0.0,1.0,51.0,1.0,10.0,43.0,10.750000000000002,60.0,16.0
69969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70410,363.0,337.0,32.0,35.0,101.0,16.0,0.0,3.0,3.0,1.0,1.0,3.0,17.0,3.0,5.0,44.0,6.0,6.0,71.0,15.666666666,88.0,22.0
70425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70756,31.0,26.0,5.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,4.0,2.0,8.0,2.0
71184,74.0,64.0,6.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,11.0,2.0,3.0,14.0,2.5,16.0,3.0
71432,85.0,74.0,13.0,6.0,19.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,17.0,0.0,1.0,17.0,4.0,23.0,5.0
71564,549.0,485.0,88.0,48.0,138.0,23.0,1.0,16.0,0.0,0.0,0.0,7.0,47.0,4.0,10.0,65.0,19.0,1.0,102.0,28.833333333,131.0,38.0
71752,500.0,433.0,62.0,47.0,132.0,21.0,0.0,6.0,3.0,0.0,0.0,8.0,54.0,5.0,5.0,94.0,15.0,1.0,94.0,26.166666666,113.0,34.0
71837,460.0,422.0,50.0,54.0,114.0,14.0,2.0,8.0,15.0,8.0,0.0,3.0,31.0,3.0,4.0,103.0,2.0,3.0,79.0,21.499999999,104.0,31.0
71842,24.0,24.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,1.0,4.0,1.0
72133,215.0,195.0,22.0,19.0,55.0,9.0,0.0,1.0,3.0,1.0,0.0,2.0,18.0,1.0,0.0,30.0,3.0,0.0,42.0,6.916666667,59.0,13.0
72443,555.0,456.0,86.0,65.0,137.0,31.0,1.0,17.0,0.0,1.0,0.0,7.0,85.0,6.0,7.0,77.0,13.0,0.0,115.0,26.166666667,137.0,36.0
72447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72456,35.0,31.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,6.0,3.0,4.0,8.0,1.5,9.0,2.0
72523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72546,72.0,64.0,10.0,7.0,16.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,10.0,1.0,3.0,10.0,4.333333333,14.0,5.0
73113,490.0,421.0,65.0,43.0,104.0,24.0,0.0,10.0,0.0,1.0,4.0,6.0,55.0,1.0,4.0,102.0,14.0,9.0,94.0,20.999999998999996,121.0,34.0
73136,476.0,414.0,85.0,60.0,106.0,21.0,1.0,21.0,8.0,4.0,1.0,4.0,48.0,1.0,9.0,114.0,7.0,5.0,93.0,25.333333333,118.0,37.0
73153,19.0,14.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,4.0,1.5,9.0,2.0
73209,245.0,225.0,20.0,14.0,50.0,9.0,0.0,3.0,1.0,2.0,4.0,1.0,12.0,0.0,3.0,54.0,6.0,1.0,36.0,7.25,53.0,12.0
73213,149.0,135.0,10.0,17.0,36.0,4.0,1.0,2.0,1.0,2.0,4.0,0.0,5.0,0.0,5.0,23.0,2.0,4.0,25.0,7.833333333,40.0,12.0
73248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
73306,169.0,149.0,15.0,15.0,34.0,9.0,0.0,2.0,0.0,1.0,2.0,2.0,10.0,1.0,6.0,37.0,6.0,5.0,28.0,4.333333333000001,40.0,6.0
73738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74206,470.0,377.0,48.0,51.0,101.0,22.0,0.0,4.0,3.0,3.0,8.0,11.0,67.0,3.0,7.0,58.0,10.0,10.0,104.0,17.5,105.0,27.0
74215,178.0,169.0,17.0,4.0,39.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,24.0,4.0,5.0,35.0,6.833333333000001,51.0,11.0
74339,562.0,501.0,86.0,61.0,159.0,19.0,1.0,14.0,3.0,0.0,0.0,5.0,52.0,1.0,4.0,61.0,20.0,2.0,118.0,36.166666667,142.0,53.0
74465,444.0,360.0,74.0,49.0,96.0,17.0,1.0,19.0,1.0,2.0,4.0,3.0,65.0,2.0,12.0,69.0,17.0,11.0,92.0,19.083333333,107.0,30.0
74540,393.0,346.0,45.0,36.0,81.0,20.0,0.0,13.0,0.0,0.0,2.0,3.0,33.0,2.0,9.0,76.0,9.0,8.0,71.0,12.166666666000001,85.0,20.0
74729,129.0,117.0,19.0,10.0,27.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,28.0,3.0,0.0,26.0,4.333333333,38.0,6.0
74846,37.0,32.0,5.0,5.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,4.0,3.0,16.0,4.0
74857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75125,532.0,432.0,98.0,92.0,121.0,22.0,0.0,33.0,0.0,1.0,0.0,9.0,78.0,5.0,13.0,117.0,7.0,6.0,110.0,21.0,117.0,34.0
75138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75151,419.0,380.0,59.0,44.0,107.0,24.0,0.0,13.0,0.0,0.0,0.0,2.0,30.0,1.0,6.0,60.0,9.0,1.0,77.0,19.166666665,111.0,31.0
75321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75334,529.0,467.0,102.0,76.0,137.0,29.0,1.0,21.0,2.0,1.0,0.0,4.0,55.0,1.0,3.0,99.0,5.0,4.0,94.0,27.7,131.0,45.0
75566,455.0,395.0,76.0,44.0,97.0,20.0,0.0,19.0,2.0,1.0,2.0,7.0,43.0,0.0,8.0,73.0,10.0,13.0,78.0,22.333333333,115.0,35.0
75808,305.0,277.0,30.0,37.0,77.0,10.0,1.0,3.0,8.0,5.0,3.0,1.0,20.0,1.0,4.0,43.0,11.0,6.0,60.0,14.5,61.0,22.0
75847,606.0,503.0,99.0,86.0,147.0,27.0,0.0,29.0,3.0,2.0,0.0,8.0,69.0,6.0,26.0,92.0,4.0,14.0,135.0,30.499999999000003,141.0,47.0
75867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76100,22.0,19.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,1.0,0.0,3.0,0.0,4.0,0.0
76118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76158,24.0,22.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,3.0,0.0,2.0,0.0
76232,459.0,390.0,68.0,61.0,138.0,26.0,0.0,20.0,4.0,3.0,0.0,6.0,48.0,4.0,15.0,43.0,13.0,2.0,100.0,26.499999999999996,110.0,40.0
76249,420.0,369.0,43.0,52.0,112.0,24.0,2.0,9.0,13.0,6.0,1.0,3.0,42.0,0.0,5.0,55.0,9.0,2.0,82.0,11.516666666999999,83.0,24.0
76267,325.0,285.0,47.0,27.0,79.0,13.0,0.0,4.0,0.0,0.0,0.0,11.0,28.0,0.0,1.0,35.0,10.0,3.0,51.0,16.333333334000002,89.0,25.0
76290,595.0,526.0,82.0,75.0,160.0,37.0,0.0,11.0,3.0,1.0,0.0,9.0,54.0,9.0,6.0,52.0,11.0,1.0,128.0,30.416666665,146.0,48.0
76313,507.0,448.0,67.0,78.0,127.0,16.0,3.0,20.0,10.0,7.0,0.0,5.0,52.0,2.0,2.0,71.0,10.0,11.0,87.0,19.333333333,103.0,27.0
76350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76368,59.0,51.0,6.0,17.0,13.0,2.0,1.0,0.0,4.0,3.0,1.0,1.0,6.0,0.0,0.0,12.0,1.0,1.0,26.0,2.333333333,10.0,3.0
76509,109.0,103.0,4.0,6.0,25.0,7.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,30.0,1.0,1.0,19.0,2.0,21.0,2.0
76720,45.0,40.0,4.0,4.0,9.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,15.0,0.0,1.0,9.0,0.333333333,8.0,1.0
76753,486.0,454.0,51.0,50.0,120.0,21.0,0.0,7.0,8.0,2.0,3.0,5.0,21.0,0.0,3.0,91.0,18.0,16.0,87.0,18.083333333,111.0,29.0
76757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76802,472.0,426.0,34.0,45.0,105.0,16.0,2.0,1.0,6.0,2.0,8.0,3.0,33.0,0.0,2.0,43.0,15.0,26.0,95.0,17.083333333,111.0,24.0
76812,502.0,451.0,75.0,33.0,121.0,19.0,0.0,12.0,1.0,0.0,1.0,7.0,34.0,2.0,9.0,59.0,16.0,6.0,102.0,25.583333332000002,132.0,40.0
