Name,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,Position,Money_17,Team,OBP,SLG,OPS
에반스,581.0,514.0,90.0,82.0,152.0,19.0,0.0,27.0,2.0,0.0,0.0,3.0,61.0,0.0,3.0,114.0,15.0,0.0,105.0,24.916666666,141.0,41.0,내,680000,OB,0.3717728055077453,0.490272373540856,0.8620451790486012
채상현,12.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,외,2700,WO,0.36363636363636365,0.3,0.6636363636363636
대니돈,57.0,50.0,2.0,5.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,16.0,3.0,0.0,5.0,0.333333333,17.0,1.0,외,650000,WO,0.24561403508771928,0.24,0.4856140350877193
주효상,129.0,118.0,9.0,10.0,23.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,51.0,2.0,2.0,16.0,4.5,30.0,7.0,포,3000,WO,0.26356589147286824,0.2627118644067797,0.5262777558796479
안주형,10.0,10.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.666666667,7.0,2.0,내,2700,SS,0.3,0.4,0.7
이성규,20.0,17.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,4.0,0.0,5.0,0.0,내,3000,SS,0.21052631578947367,0.11764705882352941,0.3281733746130031
김성훈,166.0,151.0,18.0,27.0,48.0,4.0,2.0,0.0,4.0,2.0,1.0,1.0,12.0,0.0,1.0,16.0,2.0,2.0,35.0,9.666666666,42.0,15.0,내,2700,SS,0.3696969696969697,0.3708609271523179,0.7405578968492876
나경민,129.0,117.0,11.0,37.0,30.0,5.0,2.0,1.0,20.0,3.0,2.0,1.0,7.0,0.0,2.0,37.0,1.0,0.0,33.0,4.166666666,25.0,6.0,외,3600,LT,0.30708661417322836,0.358974358974359,0.6660609731475873
최원준,174.0,156.0,27.0,27.0,48.0,15.0,0.0,3.0,3.0,2.0,3.0,3.0,10.0,0.0,2.0,20.0,2.0,6.0,32.0,9.7,38.0,13.0,내,3100,HT,0.3508771929824561,0.46153846153846156,0.8124156545209177
이진영,8.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,10.0,0.0,2.0,0.0,외,3000,HT,0.625,0.4,1.025
이동훈,145.0,131.0,2.0,23.0,29.0,0.0,0.0,0.0,4.0,2.0,8.0,0.0,5.0,0.0,1.0,15.0,2.0,1.0,32.0,2.5,22.0,3.0,외,2800,HH,0.25547445255474455,0.22137404580152673,0.4768484983562713
김태연,22.0,21.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,2.0,3.0,0.0,4.0,0.0,내,2700,HH,0.09090909090909091,0.19047619047619047,0.2813852813852814
박상언,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,포,2700,HH,0.5,0.0,0.5
강상원,14.0,14.0,1.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,13.0,2.0,2.0,2.0,외,2700,HH,0.21428571428571427,0.2857142857142857,0.5
정경운,121.0,106.0,7.0,8.0,25.0,2.0,1.0,1.0,2.0,0.0,4.0,2.0,9.0,0.0,0.0,24.0,2.0,6.0,32.0,3.5,26.0,4.0,내,2700,HH,0.2905982905982906,0.3018867924528302,0.5924850830511208
로사리오,510.0,445.0,111.0,100.0,151.0,30.0,1.0,37.0,10.0,5.0,0.0,5.0,50.0,4.0,10.0,61.0,12.0,10.0,107.0,29.333333333,126.0,47.0,내,1500000,HH,0.4137254901960784,0.6606741573033708,1.0743996474994493
김주현,43.0,34.0,3.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,15.0,0.0,2.0,10.0,1.0,7.0,1.0,내,2800,HH,0.4186046511627907,0.3235294117647059,0.7421340629274966
노관현,6.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,3.0,1.0,내,2700,HT,0.5,0.5,1.0
김동엽,428.0,393.0,70.0,58.0,109.0,18.0,1.0,22.0,2.0,4.0,0.0,3.0,23.0,1.0,9.0,62.0,6.0,5.0,74.0,19.416666667,109.0,29.0,외,4700,SK,0.3294392523364486,0.4961832061068702,0.8256224584433188
김찬형,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,내,2700,NC,,,
도태훈,51.0,47.0,4.0,3.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,2.0,3.0,11.0,1.666666667,15.0,3.0,내,2700,NC,0.2549019607843137,0.2765957446808511,0.5314977054651648
이재율,27.0,24.0,1.0,16.0,4.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,20.0,3.0,6.0,3.0,외,3000,NC,0.23076923076923078,0.16666666666666666,0.39743589743589747
홍현빈,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,외,2700,KT,0.0,0.0,0.0
안치영,22.0,18.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,6.0,0.0,2.0,7.0,0.0,4.0,0.0,내,2700,KT,0.25,0.2222222222222222,0.4722222222222222
모넬,105.0,85.0,9.0,10.0,14.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,17.0,1.0,1.0,28.0,2.0,4.0,15.0,3.0,16.0,4.0,내,450000,KT,0.3047619047619048,0.2823529411764706,0.5871148459383754
로하스,367.0,336.0,56.0,52.0,101.0,27.0,3.0,18.0,5.0,8.0,0.0,3.0,23.0,0.0,5.0,81.0,6.0,3.0,62.0,14.999999999,85.0,25.0,외,300000,KT,0.35149863760217986,0.5595238095238095,0.9110224471259893
이재근,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,내,2700,KT,0.0,0.0,0.0
로니,93.0,79.0,12.0,7.0,22.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,11.0,1.0,1.0,14.0,1.0,1.0,18.0,2.166666667,22.0,5.0,내,250000,LG,0.3655913978494624,0.45569620253164556,0.8212876003811079
박유연,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,포,2700,OB,0.3333333333333333,0.3333333333333333,0.6666666666666666
김혜성,17.0,16.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,7.0,2.0,2.0,2.0,내,2700,WO,0.23529411764705882,0.3125,0.5477941176470589
이정후,622.0,552.0,47.0,111.0,179.0,29.0,8.0,2.0,12.0,4.0,2.0,2.0,60.0,2.0,6.0,67.0,9.0,3.0,134.0,21.249999999,106.0,34.0,내,2700,WO,0.3951612903225806,0.4166666666666667,0.8118279569892473
초이스,201.0,176.0,42.0,37.0,54.0,8.0,1.0,17.0,0.0,0.0,0.0,1.0,17.0,0.0,7.0,49.0,5.0,1.0,34.0,9.166666667,47.0,13.0,외,150000,WO,0.3880597014925373,0.6534090909090909,1.0414687924016284
김성윤,14.0,12.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,8.0,0.5,4.0,1.0,외,2700,SS,0.21428571428571427,0.3333333333333333,0.5476190476190476
러프,591.0,515.0,124.0,90.0,162.0,38.0,0.0,31.0,2.0,2.0,0.0,4.0,60.0,4.0,12.0,107.0,14.0,7.0,106.0,31.749999998,153.0,58.0,내,1100000,SS,0.39593908629441626,0.5689320388349515,0.9648711251293678
나원탁,23.0,23.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,4.0,0.0,포,2700,SS,0.21739130434782608,0.2608695652173913,0.4782608695652174
김민수,19.0,17.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,6.0,0.0,3.0,0.0,내,2700,LT,0.2222222222222222,0.17647058823529413,0.39869281045751637
나종덕,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,포,2700,LT,0.0,0.0,0.0
번즈,468.0,423.0,57.0,71.0,128.0,38.0,0.0,15.0,10.0,7.0,2.0,3.0,29.0,0.0,11.0,100.0,18.0,8.0,81.0,24.416666664999997,102.0,33.0,내,600000,LT,0.3605150214592275,0.4988179669030733,0.8593329883623008
이정훈,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,포,2700,HT,0.3333333333333333,0.0,0.3333333333333333
버나디나,621.0,557.0,111.0,118.0,178.0,26.0,8.0,27.0,32.0,7.0,3.0,9.0,41.0,2.0,11.0,112.0,9.0,0.0,104.0,30.166666665,148.0,49.0,외,750000,HT,0.37216828478964403,0.5403949730700179,0.912563257859662
워스,11.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,내,700000,SK,0.2727272727272727,0.1111111111111111,0.3838383838383838
로맥,416.0,359.0,64.0,58.0,87.0,19.0,0.0,31.0,1.0,1.0,0.0,1.0,50.0,2.0,6.0,116.0,6.0,7.0,67.0,13.783333333,93.0,20.0,내,300000,SK,0.34375,0.5543175487465181,0.8980675487465181
박성한,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,내,2700,SK,0.0,0.0,0.0
스크럭스,518.0,437.0,111.0,91.0,131.0,24.0,0.0,35.0,4.0,0.0,0.0,4.0,65.0,2.0,12.0,134.0,9.0,9.0,94.0,24.849999999,154.0,47.0,내,700000,NC,0.4015444015444015,0.5949656750572082,0.9965100766016097
신진호,12.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,포,2700,NC,0.08333333333333333,0.16666666666666666,0.25
김주찬,478.0,440.0,70.0,78.0,136.0,39.0,2.0,12.0,9.0,2.0,2.0,1.0,31.0,0.0,4.0,59.0,17.0,5.0,78.0,24.999999999,121.0,39.0,내,60000,HT,0.3592436974789916,0.48863636363636365,0.8478800611153552
박기혁,263.0,235.0,18.0,22.0,56.0,11.0,1.0,2.0,2.0,1.0,7.0,3.0,16.0,0.0,2.0,51.0,9.0,9.0,41.0,7.916666665999999,67.0,13.0,내,15000,KT,0.2890625,0.3191489361702128,0.6082114361702128
이범호,447.0,382.0,89.0,57.0,104.0,14.0,0.0,25.0,0.0,0.0,0.0,6.0,52.0,3.0,7.0,81.0,9.0,13.0,71.0,26.0,101.0,32.0,내,65000,HT,0.36465324384787473,0.5052356020942408,0.8698888459421155
이성우,125.0,111.0,14.0,6.0,31.0,5.0,0.0,1.0,0.0,0.0,7.0,0.0,6.0,0.0,1.0,17.0,2.0,3.0,32.0,10.5,36.0,12.0,포,6000,SK,0.3220338983050847,0.35135135135135137,0.6733852496564361
장민석,327.0,299.0,21.0,38.0,83.0,9.0,0.0,1.0,8.0,4.0,12.0,1.0,15.0,0.0,0.0,58.0,4.0,3.0,53.0,14.083333333,76.0,22.0,외,10000,HH,0.3111111111111111,0.3177257525083612,0.6288368636194723
박한이,134.0,118.0,14.0,14.0,31.0,9.0,0.0,4.0,0.0,0.0,2.0,1.0,13.0,2.0,0.0,33.0,2.0,1.0,22.0,6.666666667,36.0,9.0,외,45000,SS,0.3333333333333333,0.4406779661016949,0.7740112994350282
최준석,464.0,409.0,82.0,43.0,119.0,15.0,0.0,14.0,0.0,0.0,0.0,5.0,49.0,0.0,1.0,89.0,24.0,1.0,72.0,25.499999999000003,131.0,43.0,내,40000,LT,0.3642241379310345,0.43031784841075793,0.7945419863417924
이대호,608.0,540.0,111.0,73.0,173.0,13.0,0.0,34.0,1.0,1.0,0.0,3.0,50.0,8.0,15.0,84.0,22.0,8.0,101.0,38.083333332,173.0,59.0,내,250000,LT,0.39144736842105265,0.5333333333333333,0.924780701754386
이우민,215.0,185.0,21.0,35.0,47.0,5.0,1.0,4.0,2.0,4.0,5.0,0.0,15.0,2.0,10.0,38.0,6.0,2.0,37.0,8.833333333,50.0,13.0,외,6000,LT,0.34285714285714286,0.3567567567567568,0.6996138996138996
김경언,118.0,105.0,17.0,17.0,26.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,12.0,0.0,1.0,27.0,1.0,0.0,19.0,6.75,23.0,8.0,외,20000,HH,0.3305084745762712,0.45714285714285713,0.7876513317191283
김태균,407.0,356.0,76.0,51.0,121.0,22.0,0.0,17.0,0.0,0.0,0.0,4.0,43.0,7.0,4.0,56.0,13.0,1.0,82.0,27.166666667,98.0,39.0,내,160000,HH,0.41277641277641275,0.5449438202247191,0.9577202330011318
김강민,203.0,183.0,18.0,31.0,40.0,5.0,1.0,5.0,10.0,4.0,0.0,0.0,15.0,0.0,5.0,50.0,3.0,2.0,39.0,12.166666666,45.0,14.0,외,60000,SK,0.2955665024630542,0.33879781420765026,0.6343643166707045
정상호,150.0,137.0,17.0,16.0,36.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,5.0,32.0,8.0,3.0,24.0,8.5,46.0,11.0,포,50000,LG,0.3082191780821918,0.35036496350364965,0.6585841415858414
박용택,596.0,509.0,90.0,83.0,175.0,23.0,2.0,14.0,4.0,2.0,0.0,9.0,72.0,6.0,6.0,88.0,13.0,0.0,132.0,28.416666666,118.0,43.0,외,80000,LG,0.42449664429530204,0.4793713163064833,0.9038679606017853
최형우,629.0,514.0,120.0,98.0,176.0,36.0,3.0,26.0,0.0,1.0,0.0,8.0,96.0,8.0,11.0,82.0,15.0,4.0,130.0,32.916666664999994,152.0,56.0,외,150000,HT,0.44992050874403816,0.5758754863813229,1.025795995125361
손주인,334.0,294.0,33.0,48.0,82.0,13.0,0.0,5.0,4.0,0.0,9.0,6.0,20.0,0.0,5.0,41.0,10.0,7.0,47.0,12.0,62.0,17.0,내,20000,LG,0.3292307692307692,0.3741496598639456,0.7033804290947148
조동찬,393.0,353.0,46.0,35.0,102.0,23.0,0.0,10.0,3.0,0.0,4.0,4.0,22.0,0.0,10.0,72.0,8.0,8.0,72.0,14.499999999000002,97.0,22.0,내,40000,SS,0.3444730077120823,0.43909348441926344,0.7835664921313457
문규현,337.0,304.0,42.0,38.0,82.0,15.0,2.0,6.0,2.0,1.0,18.0,3.0,10.0,1.0,2.0,42.0,10.0,7.0,62.0,14.5,91.0,22.0,내,12000,LT,0.2946708463949843,0.39144736842105265,0.686118214816037
신종길,90.0,83.0,10.0,13.0,20.0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,13.0,1.0,0.0,22.0,4.0,27.0,5.0,외,9800,HT,0.2777777777777778,0.3614457831325301,0.6392235609103079
이대수,124.0,105.0,4.0,18.0,29.0,5.0,1.0,0.0,3.0,0.0,7.0,0.0,10.0,0.0,2.0,20.0,1.0,5.0,23.0,2.5,21.0,4.0,내,35000,SK,0.3504273504273504,0.34285714285714286,0.6932844932844933
박경수,511.0,442.0,66.0,62.0,116.0,27.0,1.0,15.0,1.0,2.0,3.0,3.0,57.0,4.0,6.0,118.0,14.0,6.0,82.0,22.499999999,117.0,34.0,내,23000,KT,0.35236220472440943,0.4298642533936652,0.7822264581180747
이성열,318.0,280.0,65.0,41.0,86.0,16.0,1.0,21.0,3.0,0.0,4.0,5.0,19.0,0.0,9.0,80.0,0.0,4.0,56.0,15.25,81.0,21.0,외,23000,HH,0.36421725239616615,0.5964285714285714,0.9606458238247375
이대형,366.0,337.0,24.0,51.0,90.0,8.0,3.0,0.0,23.0,4.0,4.0,1.0,24.0,1.0,0.0,54.0,8.0,2.0,68.0,20.5,78.0,29.0,외,30000,KT,0.3149171270718232,0.3086053412462908,0.623522468318114
나주환,452.0,419.0,65.0,69.0,122.0,24.0,1.0,19.0,0.0,3.0,8.0,1.0,19.0,3.0,5.0,85.0,15.0,7.0,69.0,26.0,101.0,37.0,내,15000,SK,0.32882882882882886,0.4892601431980907,0.8180889720269195
손시헌,391.0,349.0,45.0,32.0,122.0,17.0,1.0,5.0,1.0,0.0,13.0,5.0,16.0,1.0,8.0,44.0,5.0,10.0,95.0,19.000000001,92.0,28.0,내,40000,NC,0.3862433862433862,0.4469914040114613,0.8332347902548476
지석훈,304.0,268.0,24.0,29.0,64.0,16.0,0.0,6.0,1.0,0.0,2.0,2.0,22.0,0.0,10.0,67.0,8.0,11.0,60.0,12.0,76.0,15.0,내,14900,NC,0.31788079470198677,0.3656716417910448,0.6835524364930315
이종욱,355.0,318.0,34.0,52.0,98.0,15.0,0.0,5.0,9.0,2.0,2.0,2.0,28.0,0.0,5.0,30.0,5.0,0.0,63.0,11.5,76.0,19.0,외,50000,NC,0.37110481586402266,0.4025157232704403,0.7736205391344629
이택근,269.0,241.0,29.0,27.0,67.0,15.0,1.0,3.0,0.0,0.0,1.0,1.0,25.0,1.0,1.0,58.0,9.0,0.0,49.0,13.0,72.0,19.0,외,50000,WO,0.34701492537313433,0.38589211618257263,0.732907041555707
차일목,112.0,92.0,7.0,7.0,19.0,3.0,0.0,1.0,1.0,1.0,4.0,0.0,13.0,0.0,3.0,21.0,5.0,0.0,23.0,2.833333333,32.0,5.0,포,17000,HH,0.32407407407407407,0.2717391304347826,0.5958132045088567
서동욱,366.0,319.0,48.0,49.0,90.0,21.0,1.0,7.0,1.0,1.0,8.0,3.0,33.0,0.0,3.0,86.0,5.0,2.0,70.0,14.75,79.0,25.0,내,15000,HT,0.35195530726256985,0.4200626959247649,0.7720180031873347
이양기,48.0,44.0,3.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,10.0,1.0,1.0,9.0,2.0,14.0,3.0,외,5700,HH,0.2608695652173913,0.25,0.5108695652173914
최경철,39.0,32.0,7.0,5.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,10.0,0.0,0.0,10.0,2.5,7.0,3.0,포,10000,SS,0.41025641025641024,0.5625,0.9727564102564102
이용규,200.0,179.0,12.0,31.0,47.0,8.0,1.0,0.0,10.0,3.0,1.0,1.0,17.0,0.0,2.0,20.0,4.0,0.0,23.0,8.0,46.0,9.0,외,90000,HH,0.3316582914572864,0.31843575418994413,0.6500940456472306
김재호,331.0,283.0,50.0,34.0,83.0,18.0,1.0,7.0,7.0,1.0,2.0,7.0,36.0,1.0,3.0,52.0,6.0,9.0,68.0,13.916666666,72.0,21.0,내,65000,OB,0.3708206686930091,0.4381625441696113,0.8089832128626204
윤석민,586.0,538.0,105.0,90.0,168.0,30.0,1.0,20.0,0.0,1.0,0.0,7.0,33.0,0.0,8.0,85.0,24.0,3.0,98.0,32.249999998,157.0,52.0,내,21000,KT,0.35665529010238906,0.483271375464684,0.8399266655670731
유한준,497.0,445.0,68.0,52.0,136.0,19.0,0.0,13.0,0.0,2.0,2.0,3.0,45.0,2.0,2.0,59.0,10.0,1.0,111.0,25.333333333,116.0,42.0,외,60000,KT,0.3696969696969697,0.43595505617977526,0.805652025876745
조평호,52.0,44.0,4.0,4.0,10.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,13.0,2.0,2.0,10.0,2.5,13.0,3.0,내,3500,NC,0.3333333333333333,0.36363636363636365,0.696969696969697
박석민,382.0,319.0,56.0,43.0,78.0,15.0,0.0,14.0,1.0,2.0,0.0,0.0,50.0,0.0,13.0,92.0,17.0,9.0,62.0,14.666666667,91.0,23.0,내,75000,NC,0.36910994764397903,0.4231974921630094,0.7923074398069885
강민호,515.0,456.0,68.0,62.0,130.0,22.0,1.0,22.0,0.0,2.0,0.0,3.0,41.0,6.0,15.0,104.0,15.0,11.0,100.0,21.833333333,122.0,33.0,포,100000,LT,0.3611650485436893,0.4824561403508772,0.8436211888945665
김주형,116.0,106.0,10.0,11.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,13.0,5.0,4.0,18.0,4.0,26.0,6.0,내,11000,HT,0.23275862068965517,0.2169811320754717,0.4497397527651269
최진행,289.0,258.0,50.0,29.0,79.0,21.0,0.0,13.0,0.0,2.0,1.0,1.0,19.0,0.0,10.0,77.0,3.0,1.0,50.0,18.833333333,77.0,27.0,외,17000,HH,0.375,0.5387596899224806,0.9137596899224806
임훈,85.0,82.0,7.0,8.0,24.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,16.0,3.0,0.0,15.0,2.5,22.0,3.0,외,10000,LG,0.3176470588235294,0.3048780487804878,0.6225251076040172
박정권,345.0,305.0,51.0,37.0,78.0,14.0,1.0,16.0,1.0,1.0,0.0,5.0,30.0,0.0,5.0,78.0,4.0,7.0,56.0,14.666666667,71.0,19.0,내,40000,SK,0.32753623188405795,0.46557377049180326,0.7931100023758613
정의윤,381.0,349.0,45.0,44.0,112.0,16.0,0.0,15.0,0.0,1.0,0.0,4.0,19.0,0.0,9.0,61.0,11.0,0.0,66.0,15.666666666,67.0,20.0,외,30000,SK,0.3674540682414698,0.49570200573065903,0.8631560739721289
오재일,466.0,412.0,89.0,62.0,126.0,27.0,0.0,26.0,1.0,1.0,1.0,3.0,45.0,0.0,5.0,80.0,5.0,5.0,92.0,25.833333331999995,124.0,39.0,내,19800,OB,0.37849462365591396,0.5606796116504854,0.9391742353063994
조영훈,46.0,40.0,3.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,11.0,2.0,1.0,7.0,0.5,12.0,1.0,내,15000,NC,0.24444444444444444,0.275,0.5194444444444445
이원석,459.0,411.0,62.0,55.0,109.0,20.0,1.0,18.0,2.0,0.0,4.0,6.0,34.0,2.0,4.0,80.0,4.0,12.0,86.0,18.666666666,107.0,28.0,내,30000,SS,0.3230769230769231,0.45012165450121655,0.7731985775781396
정근우,442.0,391.0,46.0,73.0,129.0,22.0,0.0,11.0,6.0,6.0,5.0,3.0,32.0,3.0,10.0,48.0,12.0,11.0,89.0,20.333333333,85.0,29.0,내,70000,HH,0.3922018348623853,0.47058823529411764,0.862790070156503
최정,527.0,430.0,113.0,89.0,136.0,18.0,1.0,46.0,1.0,5.0,0.0,8.0,70.0,10.0,19.0,107.0,8.0,6.0,104.0,27.5,98.0,38.0,내,120000,SK,0.4269449715370019,0.6837209302325581,1.11066590176956
이병규,48.0,44.0,5.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,1.0,4.0,2.0,13.0,3.0,외,12000,LG,0.2708333333333333,0.25,0.5208333333333333
최승준,98.0,90.0,16.0,11.0,21.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,34.0,3.0,1.0,14.0,3.0,19.0,4.0,내,6200,SK,0.29591836734693877,0.4777777777777778,0.7736961451247166
양의지,406.0,347.0,67.0,47.0,96.0,15.0,0.0,14.0,1.0,1.0,1.0,3.0,43.0,1.0,12.0,53.0,17.0,5.0,85.0,24.333333333,116.0,35.0,포,48000,OB,0.3728395061728395,0.4409221902017291,0.8137616963745686
민병헌,520.0,447.0,71.0,73.0,136.0,21.0,0.0,14.0,3.0,4.0,1.0,6.0,47.0,2.0,19.0,74.0,14.0,4.0,104.0,23.5,111.0,34.0,외,55000,OB,0.3892100192678227,0.4451901565995526,0.8344001758673754
최주환,452.0,399.0,57.0,65.0,120.0,16.0,6.0,7.0,3.0,2.0,1.0,5.0,38.0,1.0,9.0,58.0,10.0,7.0,75.0,23.583333333,107.0,33.0,내,10000,OB,0.37028824833702884,0.42355889724310775,0.7938471455801366
유재신,20.0,18.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,8.0,2.0,8.0,2.0,외,6500,HT,0.2631578947368421,0.2222222222222222,0.4853801169590643
김문호,448.0,390.0,35.0,49.0,114.0,17.0,1.0,2.0,9.0,4.0,7.0,1.0,37.0,4.0,13.0,73.0,5.0,4.0,102.0,15.5,89.0,23.0,외,14000,LT,0.37188208616780044,0.3564102564102564,0.7282923425780569
정범모,50.0,43.0,3.0,5.0,11.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,15.0,0.0,2.0,8.0,0.5,8.0,1.0,포,5500,HH,0.3333333333333333,0.37209302325581395,0.7054263565891472
김태완,100.0,90.0,7.0,14.0,28.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,24.0,2.0,1.0,20.0,2.0,24.0,3.0,외,5000,WO,0.38,0.5,0.88
송광민,473.0,437.0,75.0,71.0,143.0,26.0,0.0,13.0,2.0,3.0,4.0,8.0,21.0,1.0,3.0,88.0,11.0,9.0,88.0,24.083333332,134.0,39.0,내,20000,HH,0.35607675906183367,0.4759725400457666,0.8320492991076003
김성현,429.0,380.0,29.0,45.0,103.0,14.0,0.0,4.0,2.0,1.0,7.0,3.0,34.0,1.0,4.0,28.0,8.0,6.0,86.0,15.500000000000002,92.0,20.0,내,28000,SK,0.334916864608076,0.3394736842105263,0.6743905488186024
이재원,350.0,314.0,42.0,32.0,76.0,15.0,0.0,9.0,0.0,1.0,8.0,4.0,16.0,0.0,8.0,55.0,9.0,3.0,58.0,12.0,70.0,16.0,포,35000,SK,0.29239766081871343,0.37579617834394907,0.6681938391626625
이명기,512.0,464.0,63.0,79.0,154.0,24.0,4.0,9.0,8.0,7.0,14.0,3.0,28.0,0.0,3.0,57.0,2.0,5.0,93.0,29.166666666,107.0,41.0,외,15000,HT,0.3714859437751004,0.45905172413793105,0.8305376679130314
김재현,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,외,7000,SK,0.0,0.0,0.0
허도환,49.0,40.0,4.0,4.0,9.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,2.0,10.0,2.0,0.0,8.0,1.5,11.0,2.0,포,7800,HH,0.32608695652173914,0.375,0.7010869565217391
오재원,390.0,334.0,40.0,43.0,79.0,16.0,1.0,7.0,7.0,7.0,4.0,3.0,47.0,1.0,2.0,85.0,5.0,6.0,78.0,14.499999999,93.0,20.0,내,55000,OB,0.3316062176165803,0.3532934131736527,0.6848996307902331
