,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN
65546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65610,7.0,7.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.5,3.0,2.0
65653,514.0,453.0,41.0,72.0,121.0,18.0,3.0,8.0,19.0,10.0,13.0,2.0,36.0,0.0,10.0,104.0,7.0,3.0,82.0,19.916666665999998,122.0,27.0
65707,8.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
65742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65869,11.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0
65898,15.0,14.0,4.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,1.0,3.0,1.0
65933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66052,48.0,44.0,2.0,2.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,18.0,3.0,4.0,6.0,1.0,12.0,1.0
66108,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
66145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66203,21.0,19.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,1.0,6.0,0.0,6.0,0.0
66209,29.0,29.0,3.0,16.0,8.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,17.0,2.5,10.0,3.0
66244,481.0,400.0,81.0,69.0,123.0,31.0,0.0,24.0,0.0,0.0,0.0,7.0,69.0,0.0,5.0,90.0,10.0,2.0,99.0,20.666666667,109.0,29.0
66306,497.0,417.0,70.0,65.0,123.0,33.0,1.0,16.0,1.0,0.0,1.0,4.0,70.0,4.0,5.0,72.0,8.0,4.0,97.0,21.5,111.0,33.0
66354,19.0,18.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,3.0,2.0,6.0,2.0
66409,6.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
66452,190.0,154.0,33.0,24.0,41.0,6.0,0.0,8.0,0.0,0.0,0.0,3.0,31.0,0.0,2.0,17.0,9.0,5.0,35.0,11.333333332999999,53.0,13.0
66469,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
66493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66508,66.0,56.0,3.0,13.0,13.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,8.0,0.0,0.0,18.0,0.0,1.0,23.0,1.0,15.0,1.0
66523,99.0,80.0,16.0,14.0,23.0,3.0,1.0,4.0,2.0,2.0,0.0,1.0,15.0,0.0,3.0,25.0,0.0,1.0,22.0,6.0,24.0,9.0
66606,25.0,24.0,4.0,5.0,11.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,8.0,4.0,5.0,4.0
66609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66657,33.0,29.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,10.0,1.0,1.0,4.0,1.0,7.0,1.0
66702,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0
66740,532.0,492.0,120.0,78.0,158.0,31.0,2.0,33.0,1.0,3.0,1.0,2.0,33.0,3.0,4.0,90.0,16.0,6.0,99.0,32.583333332,155.0,54.0
66749,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
66805,492.0,456.0,62.0,74.0,129.0,31.0,0.0,21.0,16.0,8.0,2.0,4.0,25.0,2.0,5.0,87.0,11.0,25.0,68.0,20.333333332000002,101.0,30.0
66825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66833,12.0,11.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0
66838,150.0,143.0,23.0,19.0,48.0,8.0,0.0,6.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,41.0,3.0,0.0,25.0,5.833333333000001,31.0,9.0
66859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66965,7.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0
66968,13.0,13.0,0.0,9.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,13.0,0.0,1.0,0.0
70142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70410,555.0,511.0,101.0,97.0,177.0,37.0,3.0,23.0,9.0,7.0,1.0,6.0,30.0,1.0,7.0,68.0,13.0,3.0,101.0,37.333333333,126.0,53.0
70553,348.0,308.0,34.0,36.0,84.0,13.0,0.0,2.0,0.0,2.0,10.0,2.0,27.0,0.0,1.0,53.0,8.0,13.0,60.0,15.0,81.0,20.0
70646,246.0,222.0,32.0,29.0,50.0,5.0,0.0,11.0,0.0,1.0,0.0,2.0,20.0,0.0,2.0,48.0,10.0,9.0,29.0,9.5,60.0,14.0
70756,560.0,484.0,108.0,93.0,150.0,23.0,0.0,33.0,1.0,1.0,0.0,7.0,60.0,7.0,9.0,57.0,15.0,11.0,96.0,30.499999998999996,137.0,43.0
71184,89.0,76.0,6.0,9.0,16.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,3.0,10.0,3.0,2.0,13.0,3.5,23.0,4.0
71207,90.0,73.0,12.0,10.0,16.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,0.0,0.0,16.0,2.0,1.0,23.0,4.833333333000001,20.0,6.0
71347,227.0,205.0,16.0,38.0,47.0,7.0,3.0,1.0,3.0,3.0,6.0,0.0,16.0,0.0,0.0,44.0,3.0,3.0,42.0,7.333333333,50.0,11.0
71432,401.0,349.0,69.0,57.0,105.0,21.0,0.0,14.0,1.0,0.0,6.0,4.0,40.0,2.0,2.0,72.0,5.0,0.0,64.0,23.399999999000002,105.0,35.0
71552,396.0,325.0,70.0,49.0,85.0,10.0,0.0,19.0,0.0,0.0,0.0,4.0,64.0,2.0,3.0,102.0,14.0,0.0,59.0,16.916666667,99.0,26.0
71562,211.0,195.0,17.0,24.0,55.0,5.0,1.0,1.0,3.0,2.0,3.0,1.0,10.0,1.0,2.0,25.0,4.0,3.0,43.0,6.833333333000001,53.0,13.0
71565,98.0,83.0,8.0,19.0,16.0,5.0,0.0,1.0,2.0,2.0,4.0,0.0,7.0,0.0,4.0,16.0,3.0,0.0,17.0,2.5,29.0,3.0
71610,217.0,182.0,25.0,23.0,48.0,6.0,1.0,5.0,3.0,0.0,2.0,3.0,28.0,0.0,2.0,46.0,7.0,1.0,39.0,7.666666666,51.0,11.0
71752,652.0,529.0,136.0,94.0,193.0,39.0,0.0,23.0,1.0,0.0,0.0,6.0,108.0,10.0,9.0,97.0,11.0,4.0,164.0,46.999999998999996,163.0,68.0
71801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71837,422.0,366.0,47.0,59.0,109.0,21.0,0.0,10.0,12.0,5.0,10.0,2.0,32.0,2.0,12.0,89.0,5.0,2.0,82.0,16.249999998,107.0,28.0
71842,159.0,132.0,10.0,12.0,24.0,5.0,0.0,1.0,0.0,1.0,4.0,2.0,17.0,0.0,4.0,39.0,2.0,3.0,29.0,5.0,44.0,6.0
71845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71848,172.0,143.0,16.0,24.0,34.0,5.0,0.0,0.0,6.0,2.0,8.0,2.0,15.0,0.0,4.0,17.0,2.0,2.0,31.0,6.5,30.0,7.0
71857,288.0,255.0,35.0,37.0,76.0,14.0,1.0,6.0,3.0,6.0,4.0,2.0,27.0,0.0,0.0,37.0,9.0,3.0,51.0,14.166666666,56.0,19.0
72133,578.0,509.0,90.0,84.0,176.0,24.0,0.0,11.0,6.0,6.0,0.0,7.0,58.0,5.0,4.0,71.0,13.0,0.0,120.0,38.083333331999995,149.0,56.0
72214,5.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0
72303,47.0,41.0,4.0,3.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,12.0,1.0,0.0,11.0,1.5,8.0,2.0
72321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72443,618.0,519.0,144.0,99.0,195.0,46.0,2.0,31.0,2.0,2.0,0.0,7.0,83.0,8.0,9.0,83.0,12.0,3.0,125.0,35.666666666,166.0,63.0
72447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72456,409.0,354.0,39.0,47.0,114.0,20.0,3.0,2.0,5.0,4.0,12.0,4.0,33.0,0.0,6.0,35.0,6.0,7.0,71.0,14.333333332999999,87.0,21.0
72463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72466,282.0,247.0,36.0,32.0,68.0,11.0,1.0,10.0,0.0,1.0,3.0,3.0,26.0,0.0,3.0,64.0,7.0,11.0,48.0,10.166666666000001,63.0,14.0
72546,368.0,316.0,40.0,38.0,86.0,10.0,0.0,4.0,2.0,3.0,19.0,2.0,29.0,0.0,1.0,39.0,10.0,7.0,74.0,13.083333333,82.0,20.0
72551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72559,240.0,213.0,12.0,34.0,66.0,8.0,3.0,1.0,7.0,4.0,1.0,0.0,20.0,0.0,6.0,49.0,1.0,0.0,37.0,7.833333333,40.0,10.0
72641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72860,15.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0
72862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73113,476.0,402.0,80.0,64.0,126.0,22.0,1.0,20.0,3.0,1.0,0.0,4.0,65.0,2.0,5.0,80.0,9.0,13.0,100.0,22.916666666,117.0,38.0
73136,219.0,198.0,29.0,29.0,57.0,7.0,3.0,10.0,0.0,0.0,2.0,0.0,11.0,0.0,8.0,62.0,3.0,2.0,38.0,11.166666667000001,61.0,15.0
73153,654.0,600.0,42.0,89.0,192.0,14.0,3.0,1.0,37.0,20.0,7.0,1.0,44.0,0.0,2.0,90.0,6.0,2.0,136.0,26.500000000000004,124.0,39.0
73209,65.0,57.0,12.0,13.0,22.0,2.0,0.0,5.0,0.0,4.0,3.0,0.0,2.0,0.0,3.0,6.0,4.0,2.0,6.0,4.0,12.0,5.0
73213,403.0,341.0,39.0,36.0,104.0,21.0,2.0,5.0,1.0,0.0,10.0,1.0,38.0,0.0,13.0,48.0,13.0,13.0,92.0,21.333333334,90.0,28.0
73226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73306,394.0,351.0,54.0,34.0,77.0,14.0,0.0,9.0,0.0,2.0,6.0,6.0,22.0,0.0,9.0,91.0,9.0,9.0,68.0,16.416666666,112.0,26.0
73339,517.0,453.0,57.0,73.0,138.0,24.0,4.0,5.0,15.0,3.0,4.0,5.0,54.0,0.0,1.0,73.0,11.0,2.0,93.0,25.333333333,108.0,34.0
73342,460.0,398.0,65.0,64.0,123.0,19.0,1.0,8.0,7.0,4.0,0.0,6.0,53.0,1.0,3.0,56.0,11.0,1.0,96.0,27.666666667,116.0,40.0
73602,329.0,276.0,38.0,30.0,63.0,8.0,0.0,3.0,0.0,0.0,13.0,6.0,30.0,0.0,4.0,57.0,9.0,6.0,62.0,11.999999999,85.0,19.0
73606,485.0,411.0,67.0,73.0,120.0,30.0,3.0,16.0,9.0,4.0,6.0,3.0,60.0,1.0,5.0,108.0,8.0,6.0,85.0,19.666666667,91.0,28.0
73725,58.0,52.0,9.0,5.0,15.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,8.0,6.0,1.0,12.0,3.5,16.0,5.0
73750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73824,52.0,45.0,2.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,16.0,0.0,2.0,6.0,0.5,11.0,1.0
74158,52.0,46.0,9.0,4.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,15.0,2.0,0.0,6.0,4.5,21.0,5.0
74163,530.0,452.0,41.0,98.0,159.0,20.0,4.0,3.0,21.0,11.0,7.0,1.0,63.0,1.0,7.0,29.0,7.0,3.0,111.0,25.5,99.0,37.0
74206,496.0,416.0,78.0,69.0,129.0,27.0,3.0,7.0,8.0,4.0,5.0,13.0,57.0,1.0,5.0,52.0,8.0,10.0,101.0,28.0,125.0,42.0
74215,402.0,341.0,80.0,72.0,114.0,15.0,0.0,19.0,2.0,3.0,0.0,6.0,46.0,3.0,9.0,50.0,16.0,6.0,77.0,19.5,121.0,35.0
74223,116.0,104.0,7.0,16.0,22.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,8.0,0.0,1.0,21.0,5.0,1.0,15.0,2.0,22.0,3.0
74339,460.0,408.0,64.0,70.0,137.0,22.0,0.0,14.0,4.0,1.0,0.0,3.0,47.0,1.0,2.0,40.0,10.0,1.0,94.0,24.666666665,116.0,37.0
74358,7.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
74359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74402,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0
74465,506.0,427.0,104.0,77.0,131.0,20.0,0.0,32.0,2.0,0.0,2.0,4.0,56.0,2.0,16.0,95.0,18.0,15.0,92.0,25.333333334000002,130.0,46.0
74540,460.0,381.0,72.0,65.0,123.0,26.0,0.0,20.0,4.0,0.0,0.0,3.0,66.0,4.0,10.0,91.0,7.0,4.0,101.0,25.833333333,103.0,34.0
74605,387.0,345.0,49.0,43.0,97.0,16.0,1.0,19.0,1.0,2.0,1.0,1.0,34.0,0.0,6.0,55.0,9.0,11.0,63.0,13.499999999,78.0,19.0
74729,85.0,70.0,9.0,4.0,23.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,2.0,16.0,1.0,0.0,29.0,6.0,17.0,7.0
74731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74756,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
74823,198.0,180.0,14.0,20.0,47.0,4.0,0.0,1.0,8.0,4.0,4.0,0.0,12.0,0.0,2.0,26.0,6.0,0.0,37.0,7.5,44.0,11.0
74846,468.0,422.0,59.0,59.0,117.0,17.0,3.0,18.0,4.0,0.0,2.0,4.0,35.0,0.0,5.0,99.0,7.0,6.0,84.0,17.999999999,107.0,26.0
74857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75151,616.0,576.0,100.0,68.0,179.0,32.0,1.0,27.0,2.0,3.0,0.0,5.0,25.0,3.0,10.0,76.0,15.0,5.0,109.0,28.000000001,153.0,46.0
75250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75334,455.0,380.0,92.0,69.0,120.0,20.0,2.0,27.0,1.0,0.0,2.0,7.0,64.0,2.0,2.0,73.0,5.0,7.0,89.0,21.749999998999996,105.0,31.0
75340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75441,207.0,179.0,35.0,29.0,60.0,14.0,0.0,5.0,3.0,3.0,1.0,3.0,21.0,1.0,3.0,43.0,2.0,5.0,38.0,15.833333333,59.0,20.0
75566,22.0,19.0,7.0,3.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,4.0,2.333333333,9.0,3.0
75808,650.0,575.0,88.0,121.0,178.0,31.0,2.0,18.0,22.0,6.0,1.0,5.0,60.0,2.0,9.0,58.0,14.0,16.0,104.0,37.083333331999995,134.0,52.0
75847,606.0,500.0,106.0,106.0,144.0,24.0,1.0,40.0,1.0,2.0,0.0,6.0,77.0,2.0,23.0,126.0,6.0,14.0,115.0,22.5,108.0,30.0
75852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76100,350.0,290.0,37.0,43.0,79.0,12.0,2.0,7.0,8.0,5.0,0.0,3.0,47.0,1.0,10.0,81.0,4.0,3.0,67.0,11.749999999,84.0,18.0
76118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76158,231.0,199.0,42.0,31.0,53.0,5.0,0.0,19.0,0.0,0.0,0.0,1.0,28.0,1.0,3.0,66.0,5.0,2.0,44.0,7.833333333000001,64.0,12.0
76232,392.0,332.0,66.0,66.0,106.0,17.0,0.0,22.0,2.0,0.0,1.0,7.0,40.0,1.0,12.0,29.0,20.0,7.0,67.0,18.333333333,102.0,25.0
76249,579.0,511.0,87.0,98.0,166.0,31.0,4.0,16.0,9.0,2.0,1.0,4.0,48.0,1.0,15.0,91.0,18.0,0.0,114.0,30.833333332999995,140.0,50.0
76267,182.0,160.0,22.0,21.0,45.0,11.0,0.0,2.0,0.0,0.0,2.0,4.0,12.0,1.0,4.0,19.0,2.0,2.0,22.0,12.5,34.0,13.0
76304,25.0,24.0,2.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,9.0,1.0,5.0,1.0
76313,559.0,498.0,113.0,97.0,167.0,26.0,5.0,27.0,25.0,10.0,0.0,8.0,49.0,5.0,4.0,66.0,10.0,15.0,112.0,38.766666666999996,151.0,62.0
76329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76368,74.0,62.0,6.0,20.0,16.0,0.0,0.0,0.0,16.0,7.0,2.0,0.0,10.0,0.0,0.0,12.0,0.0,2.0,40.0,6.0,20.0,7.0
76435,83.0,72.0,7.0,10.0,18.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0,7.0,0.0,0.0,25.0,0.0,5.0,21.0,6.333333333000001,26.0,8.0
76509,599.0,526.0,70.0,77.0,171.0,28.0,3.0,7.0,12.0,15.0,3.0,2.0,62.0,1.0,6.0,70.0,15.0,5.0,138.0,29.833333333000002,151.0,46.0
76536,99.0,90.0,9.0,8.0,22.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,18.0,7.0,2.0,17.0,3.75,29.0,5.0
76610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76720,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0
76746,24.0,20.0,0.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,8.0,0.0,0.0,3.0,0.0,3.0,0.0
76753,494.0,449.0,83.0,80.0,146.0,27.0,2.0,17.0,3.0,0.0,7.0,6.0,28.0,0.0,4.0,86.0,16.0,14.0,87.0,23.666666665,119.0,39.0
76802,530.0,479.0,65.0,66.0,153.0,28.0,0.0,8.0,3.0,3.0,5.0,7.0,33.0,0.0,6.0,37.0,13.0,16.0,106.0,25.083333333,121.0,39.0
76812,472.0,411.0,64.0,49.0,119.0,15.0,0.0,15.0,1.0,5.0,2.0,7.0,43.0,3.0,9.0,76.0,15.0,8.0,82.0,20.333333334000002,108.0,27.0
76849,326.0,287.0,22.0,29.0,78.0,7.0,4.0,1.0,14.0,8.0,10.0,2.0,23.0,0.0,4.0,37.0,3.0,4.0,75.0,14.25,78.0,19.0
76858,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76869,193.0,168.0,18.0,27.0,54.0,5.0,5.0,1.0,13.0,7.0,8.0,1.0,11.0,0.0,5.0,41.0,1.0,1.0,51.0,12.833333333,53.0,16.0
77104,86.0,74.0,6.0,5.0,17.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,14.0,1.0,1.0,20.0,2.0,20.0,3.0
77243,93.0,78.0,12.0,9.0,17.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,5.0,21.0,2.0,1.0,21.0,5.5,36.0,8.0
77248,484.0,416.0,58.0,68.0,113.0,18.0,1.0,5.0,13.0,10.0,3.0,6.0,54.0,1.0,5.0,82.0,10.0,16.0,87.0,26.583333333,115.0,38.0
77454,137.0,122.0,7.0,26.0,36.0,2.0,0.0,0.0,13.0,6.0,1.0,0.0,14.0,0.0,0.0,30.0,3.0,1.0,46.0,6.0,28.0,8.0
77462,41.0,37.0,5.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,14.0,2.0,1.0,3.0,2.0,10.0,2.0
